grid_size,n_robots,n_targets,n_failures,num_experiments,experiment_id,n_targets_found,t_targets_e2,t_coverage_e2,percent_coverage,mean_found_e2,algorithm,algorithm_label,experiment,simulation_id,failure_time_mode,horizon,target_found_fraction_e2,coverage_fraction_e2,t_targets_horizon_fraction_e2,t_coverage_horizon_fraction_e2,num_simulations,t_targets_e1,t_coverage_e1,t_targets_horizon_fraction_e1,t_coverage_horizon_fraction_e1,target_found_fraction_e1,coverage_fraction_e1,mean_found_e1,delta_t_targets,pct_change_t_targets,delta_t_coverage,pct_change_t_coverage,delta_t_targets_horizon_fraction,pct_change_t_targets_horizon_fraction,delta_t_coverage_horizon_fraction,pct_change_t_coverage_horizon_fraction,delta_target_found_fraction,delta_coverage_fraction,delta_mean_found
50,5,15,1,10,1,15,335,349,100.0,0.5025787965616051,centralized,Centralized,E2,0,mixed,5000.0,1.0,1.0,0.067,0.0698,,335,349,0.067,0.0698,1.0,1.0,0.5025787965616051,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,5,15,1,10,2,15,348,353,100.0,0.465722379603399,centralized,Centralized,E2,0,mixed,5000.0,1.0,1.0,0.0696,0.0706,,348,353,0.0696,0.0706,1.0,1.0,0.465722379603399,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,5,15,1,10,3,15,268,340,100.0,0.6211764705882362,centralized,Centralized,E2,0,mixed,5000.0,1.0,1.0,0.0536,0.068,,268,340,0.0536,0.068,1.0,1.0,0.6211764705882362,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,5,15,1,10,4,15,281,350,100.0,0.5984761904761908,centralized,Centralized,E2,0,mixed,5000.0,1.0,1.0,0.0562,0.07,,281,350,0.0562,0.07,1.0,1.0,0.5984761904761908,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,5,15,1,10,5,15,338,347,100.0,0.6384245917387128,centralized,Centralized,E2,0,mixed,5000.0,1.0,1.0,0.0676,0.0694,,338,347,0.0676,0.0694,1.0,1.0,0.6384245917387128,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,5,15,1,10,6,15,359,364,100.0,0.5126373626373626,centralized,Centralized,E2,0,mixed,5000.0,1.0,1.0,0.0718,0.0728,,359,364,0.0718,0.0728,1.0,1.0,0.5126373626373626,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,5,15,1,10,7,15,309,323,100.0,0.4078431372549017,centralized,Centralized,E2,0,mixed,5000.0,1.0,1.0,0.0618,0.0646,,309,323,0.0618,0.0646,1.0,1.0,0.4078431372549017,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,5,15,1,10,8,15,291,349,100.0,0.5134670487106014,centralized,Centralized,E2,0,mixed,5000.0,1.0,1.0,0.0582,0.0698,,291,349,0.0582,0.0698,1.0,1.0,0.5134670487106014,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,5,15,1,10,9,15,303,338,100.0,0.5706114398422092,centralized,Centralized,E2,0,mixed,5000.0,1.0,1.0,0.0606,0.0676,,303,338,0.0606,0.0676,1.0,1.0,0.5706114398422092,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,5,15,1,10,10,15,312,362,100.0,0.6631675874769809,centralized,Centralized,E2,0,mixed,5000.0,1.0,1.0,0.0624,0.0724,,312,362,0.0624,0.0724,1.0,1.0,0.6631675874769809,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,5,15,1,10,1,15,453,489,100.0,0.5983640081799605,centralized,Centralized,E2,0,early,5000.0,1.0,1.0,0.0906,0.0978,,335,349,0.067,0.0698,1.0,1.0,0.5025787965616051,118,35.223880597014926,140,40.114613180515754,0.023599999999999996,35.22388059701492,0.027999999999999997,40.114613180515754,0.0,0.0,0.0957852116183554
50,5,15,1,10,2,15,481,485,100.0,0.5745704467353966,centralized,Centralized,E2,0,early,5000.0,1.0,1.0,0.0962,0.097,,348,353,0.0696,0.0706,1.0,1.0,0.465722379603399,133,38.2183908045977,132,37.39376770538244,0.0266,38.2183908045977,0.026400000000000007,37.393767705382444,0.0,0.0,0.10884806713199757
50,5,15,1,10,3,15,398,431,100.0,0.6782675947409144,centralized,Centralized,E2,0,early,5000.0,1.0,1.0,0.0796,0.0862,,268,340,0.0536,0.068,1.0,1.0,0.6211764705882362,130,48.507462686567166,91,26.764705882352942,0.026000000000000002,48.507462686567166,0.018199999999999994,26.764705882352928,0.0,0.0,0.05709112415267814
50,5,15,1,10,4,15,420,489,100.0,0.6747102931152024,centralized,Centralized,E2,0,early,5000.0,1.0,1.0,0.084,0.0978,,281,350,0.0562,0.07,1.0,1.0,0.5984761904761908,139,49.46619217081851,139,39.714285714285715,0.027800000000000005,49.466192170818516,0.02779999999999999,39.714285714285694,0.0,0.0,0.07623410263901154
50,5,15,1,10,5,15,338,456,100.0,0.7042397660818723,centralized,Centralized,E2,0,early,5000.0,1.0,1.0,0.0676,0.0912,,338,347,0.0676,0.0694,1.0,1.0,0.6384245917387128,0,0.0,109,31.412103746397698,0.0,0.0,0.0218,31.41210374639769,0.0,0.0,0.06581517434315953
50,5,15,1,10,6,15,534,536,100.0,0.6022388059701504,centralized,Centralized,E2,0,early,5000.0,1.0,1.0,0.1068,0.1072,,359,364,0.0718,0.0728,1.0,1.0,0.5126373626373626,175,48.74651810584958,172,47.25274725274725,0.035,48.74651810584958,0.0344,47.25274725274725,0.0,0.0,0.08960144333278786
50,5,15,1,10,7,15,309,533,100.0,0.6411507191994995,centralized,Centralized,E2,0,early,5000.0,1.0,1.0,0.0618,0.1066,,309,323,0.0618,0.0646,1.0,1.0,0.4078431372549017,0,0.0,210,65.01547987616098,0.0,0.0,0.041999999999999996,65.01547987616098,0.0,0.0,0.23330758194459783
50,5,15,1,10,8,15,397,457,100.0,0.604668125455872,centralized,Centralized,E2,0,early,5000.0,1.0,1.0,0.0794,0.0914,,291,349,0.0582,0.0698,1.0,1.0,0.5134670487106014,106,36.42611683848797,108,30.945558739255013,0.021199999999999997,36.426116838487964,0.021599999999999994,30.94555873925501,0.0,0.0,0.09120107674527056
50,5,15,1,10,9,15,426,439,100.0,0.613363705391042,centralized,Centralized,E2,0,early,5000.0,1.0,1.0,0.0852,0.0878,,303,338,0.0606,0.0676,1.0,1.0,0.5706114398422092,123,40.5940594059406,101,29.88165680473373,0.024599999999999997,40.594059405940584,0.02020000000000001,29.881656804733748,0.0,0.0,0.042752265548832824
50,5,15,1,10,10,15,464,512,100.0,0.722265625000003,centralized,Centralized,E2,0,early,5000.0,1.0,1.0,0.0928,0.1024,,312,362,0.0624,0.0724,1.0,1.0,0.6631675874769809,152,48.717948717948715,150,41.43646408839779,0.030399999999999996,48.717948717948715,0.03,41.436464088397784,0.0,0.0,0.05909803752302212
50,5,15,1,10,1,15,335,349,100.0,0.5025787965616051,centralized,Centralized,E2,0,middle,5000.0,1.0,1.0,0.067,0.0698,,335,349,0.067,0.0698,1.0,1.0,0.5025787965616051,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,5,15,1,10,2,15,400,404,100.0,0.5245874587458746,centralized,Centralized,E2,0,middle,5000.0,1.0,1.0,0.08,0.0808,,348,353,0.0696,0.0706,1.0,1.0,0.465722379603399,52,14.942528735632186,51,14.44759206798867,0.010400000000000006,14.942528735632193,0.0102,14.447592067988671,0.0,0.0,0.05886507914247563
50,5,15,1,10,3,15,268,340,100.0,0.6211764705882362,centralized,Centralized,E2,0,middle,5000.0,1.0,1.0,0.0536,0.068,,268,340,0.0536,0.068,1.0,1.0,0.6211764705882362,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,5,15,1,10,4,15,281,365,100.0,0.6149771689497721,centralized,Centralized,E2,0,middle,5000.0,1.0,1.0,0.0562,0.073,,281,350,0.0562,0.07,1.0,1.0,0.5984761904761908,0,0.0,15,4.285714285714286,0.0,0.0,0.002999999999999989,4.285714285714269,0.0,0.0,0.01650097847358123
50,5,15,1,10,5,15,338,347,100.0,0.6384245917387128,centralized,Centralized,E2,0,middle,5000.0,1.0,1.0,0.0676,0.0694,,338,347,0.0676,0.0694,1.0,1.0,0.6384245917387128,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,5,15,1,10,6,15,426,428,100.0,0.5744548286604367,centralized,Centralized,E2,0,middle,5000.0,1.0,1.0,0.0852,0.0856,,359,364,0.0718,0.0728,1.0,1.0,0.5126373626373626,67,18.662952646239557,64,17.582417582417584,0.013399999999999995,18.662952646239546,0.012799999999999992,17.58241758241757,0.0,0.0,0.06181746602307414
50,5,15,1,10,7,15,309,323,100.0,0.4078431372549017,centralized,Centralized,E2,0,middle,5000.0,1.0,1.0,0.0618,0.0646,,309,323,0.0618,0.0646,1.0,1.0,0.4078431372549017,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,5,15,1,10,8,15,291,349,100.0,0.5134670487106014,centralized,Centralized,E2,0,middle,5000.0,1.0,1.0,0.0582,0.0698,,291,349,0.0582,0.0698,1.0,1.0,0.5134670487106014,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,5,15,1,10,9,15,303,338,100.0,0.5706114398422092,centralized,Centralized,E2,0,middle,5000.0,1.0,1.0,0.0606,0.0676,,303,338,0.0606,0.0676,1.0,1.0,0.5706114398422092,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,5,15,1,10,10,15,312,392,100.0,0.6889455782312935,centralized,Centralized,E2,0,middle,5000.0,1.0,1.0,0.0624,0.0784,,312,362,0.0624,0.0724,1.0,1.0,0.6631675874769809,0,0.0,30,8.287292817679557,0.0,0.0,0.0059999999999999915,8.287292817679544,0.0,0.0,0.02577799075431264
50,5,15,1,10,1,15,335,349,100.0,0.5025787965616051,centralized,Centralized,E2,0,late,5000.0,1.0,1.0,0.067,0.0698,,335,349,0.067,0.0698,1.0,1.0,0.5025787965616051,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,5,15,1,10,2,15,348,353,100.0,0.465722379603399,centralized,Centralized,E2,0,late,5000.0,1.0,1.0,0.0696,0.0706,,348,353,0.0696,0.0706,1.0,1.0,0.465722379603399,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,5,15,1,10,3,15,268,340,100.0,0.6211764705882362,centralized,Centralized,E2,0,late,5000.0,1.0,1.0,0.0536,0.068,,268,340,0.0536,0.068,1.0,1.0,0.6211764705882362,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,5,15,1,10,4,15,281,350,100.0,0.5984761904761908,centralized,Centralized,E2,0,late,5000.0,1.0,1.0,0.0562,0.07,,281,350,0.0562,0.07,1.0,1.0,0.5984761904761908,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,5,15,1,10,5,15,338,347,100.0,0.6384245917387128,centralized,Centralized,E2,0,late,5000.0,1.0,1.0,0.0676,0.0694,,338,347,0.0676,0.0694,1.0,1.0,0.6384245917387128,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,5,15,1,10,6,15,359,364,100.0,0.5126373626373626,centralized,Centralized,E2,0,late,5000.0,1.0,1.0,0.0718,0.0728,,359,364,0.0718,0.0728,1.0,1.0,0.5126373626373626,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,5,15,1,10,7,15,309,323,100.0,0.4078431372549017,centralized,Centralized,E2,0,late,5000.0,1.0,1.0,0.0618,0.0646,,309,323,0.0618,0.0646,1.0,1.0,0.4078431372549017,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,5,15,1,10,8,15,291,349,100.0,0.5134670487106014,centralized,Centralized,E2,0,late,5000.0,1.0,1.0,0.0582,0.0698,,291,349,0.0582,0.0698,1.0,1.0,0.5134670487106014,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,5,15,1,10,9,15,303,338,100.0,0.5706114398422092,centralized,Centralized,E2,0,late,5000.0,1.0,1.0,0.0606,0.0676,,303,338,0.0606,0.0676,1.0,1.0,0.5706114398422092,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,5,15,1,10,10,15,312,362,100.0,0.6631675874769809,centralized,Centralized,E2,0,late,5000.0,1.0,1.0,0.0624,0.0724,,312,362,0.0624,0.0724,1.0,1.0,0.6631675874769809,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,10,30,2,10,1,30,569,755,100.0,0.5800000000000007,centralized,Centralized,E2,0,mixed,10000.0,1.0,1.0,0.0569,0.0755,,569,644,0.0569,0.0644,1.0,1.0,0.5076086956521748,0,0.0,111,17.236024844720497,0.0,0.0,0.011099999999999999,17.236024844720497,0.0,0.0,0.07239130434782592
100,10,30,2,10,2,30,655,765,100.0,0.5413507625272307,centralized,Centralized,E2,0,mixed,10000.0,1.0,1.0,0.0655,0.0765,,649,692,0.0649,0.0692,1.0,1.0,0.4991811175337158,6,0.9244992295839755,73,10.54913294797688,0.0006000000000000033,0.9244992295839805,0.007300000000000001,10.54913294797688,0.0,0.0,0.04216964499351489
100,10,30,2,10,3,30,804,844,100.0,0.6309636650868813,centralized,Centralized,E2,0,mixed,10000.0,1.0,1.0,0.0804,0.0844,,619,736,0.0619,0.0736,1.0,1.0,0.5851902173913036,185,29.88691437802908,108,14.673913043478262,0.018500000000000003,29.886914378029083,0.010800000000000004,14.673913043478267,0.0,0.0,0.045773447695577674
100,10,30,2,10,4,30,615,797,100.0,0.6591384358009184,centralized,Centralized,E2,0,mixed,10000.0,1.0,1.0,0.0615,0.0797,,615,680,0.0615,0.068,1.0,1.0,0.6004901960784291,0,0.0,117,17.205882352941178,0.0,0.0,0.011699999999999988,17.205882352941156,0.0,0.0,0.058648239722489226
100,10,30,2,10,5,30,675,723,100.0,0.623328722913783,centralized,Centralized,E2,0,mixed,10000.0,1.0,1.0,0.0675,0.0723,,675,723,0.0675,0.0723,1.0,1.0,0.6266482249884688,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033195020746857873
100,10,30,2,10,6,30,632,766,100.0,0.7140121845082648,centralized,Centralized,E2,0,mixed,10000.0,1.0,1.0,0.0632,0.0766,,628,692,0.0628,0.0692,1.0,1.0,0.6836223506743703,4,0.6369426751592357,74,10.69364161849711,0.00040000000000001146,0.636942675159254,0.007400000000000004,10.693641618497116,0.0,0.0,0.030389833833894486
100,10,30,2,10,7,30,636,654,100.0,0.4176860346585118,centralized,Centralized,E2,0,mixed,10000.0,1.0,1.0,0.0636,0.0654,,636,654,0.0636,0.0654,1.0,1.0,0.4176860346585118,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,10,30,2,10,8,30,597,748,100.0,0.5749554367201432,centralized,Centralized,E2,0,mixed,10000.0,1.0,1.0,0.0597,0.0748,,597,659,0.0597,0.0659,1.0,1.0,0.5175518462316648,0,0.0,89,13.505311077389983,0.0,0.0,0.008900000000000005,13.505311077389992,0.0,0.0,0.05740359048847832
100,10,30,2,10,9,30,655,708,100.0,0.6169020715630869,centralized,Centralized,E2,0,mixed,10000.0,1.0,1.0,0.0655,0.0708,,655,708,0.0655,0.0708,1.0,1.0,0.616101694915252,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008003766478348329
100,10,30,2,10,10,30,636,720,100.0,0.6200462962962922,centralized,Centralized,E2,0,mixed,10000.0,1.0,1.0,0.0636,0.072,,636,666,0.0636,0.0666,1.0,1.0,0.5892392392392347,0,0.0,54,8.108108108108109,0.0,0.0,0.005399999999999988,8.10810810810809,0.0,0.0,0.03080705705705744
100,10,30,2,10,1,30,979,1046,100.0,0.6562141491395717,centralized,Centralized,E2,0,early,10000.0,1.0,1.0,0.0979,0.1046,,569,644,0.0569,0.0644,1.0,1.0,0.5076086956521748,410,72.05623901581723,402,62.422360248447205,0.041,72.05623901581723,0.0402,62.422360248447205,0.0,0.0,0.14860545348739684
100,10,30,2,10,2,30,975,1085,100.0,0.6362211981566761,centralized,Centralized,E2,0,early,10000.0,1.0,1.0,0.0975,0.1085,,649,692,0.0649,0.0692,1.0,1.0,0.4991811175337158,326,50.231124807396,393,56.79190751445087,0.032600000000000004,50.231124807396,0.0393,56.79190751445087,0.0,0.0,0.1370400806229603
100,10,30,2,10,3,30,1007,1047,100.0,0.6712830308818871,centralized,Centralized,E2,0,early,10000.0,1.0,1.0,0.1007,0.1047,,619,736,0.0619,0.0736,1.0,1.0,0.5851902173913036,388,62.68174474959613,311,42.255434782608695,0.0388,62.68174474959613,0.031100000000000003,42.255434782608695,0.0,0.0,0.08609281349058351
100,10,30,2,10,4,30,1001,1123,100.0,0.7449391510834081,centralized,Centralized,E2,0,early,10000.0,1.0,1.0,0.1001,0.1123,,615,680,0.0615,0.068,1.0,1.0,0.6004901960784291,386,62.764227642276424,443,65.14705882352942,0.038599999999999995,62.76422764227642,0.04429999999999999,65.14705882352939,0.0,0.0,0.144448955004979
100,10,30,2,10,5,30,938,1003,100.0,0.6710202725157872,centralized,Centralized,E2,0,early,10000.0,1.0,1.0,0.0938,0.1003,,675,723,0.0675,0.0723,1.0,1.0,0.6266482249884688,263,38.96296296296296,280,38.72752420470263,0.02629999999999999,38.96296296296294,0.027999999999999997,38.727524204702625,0.0,0.0,0.04437204752731838
100,10,30,2,10,6,30,1063,1127,100.0,0.7665779355220417,centralized,Centralized,E2,0,early,10000.0,1.0,1.0,0.1063,0.1127,,628,692,0.0628,0.0692,1.0,1.0,0.6836223506743703,435,69.26751592356688,435,62.861271676300575,0.04350000000000001,69.2675159235669,0.0435,62.861271676300575,0.0,0.0,0.0829555848476714
100,10,30,2,10,7,30,858,1005,100.0,0.555920398009949,centralized,Centralized,E2,0,early,10000.0,1.0,1.0,0.0858,0.1005,,636,654,0.0636,0.0654,1.0,1.0,0.4176860346585118,222,34.90566037735849,351,53.669724770642205,0.022199999999999998,34.90566037735848,0.035100000000000006,53.66972477064221,0.0,0.0,0.13823436335143718
100,10,30,2,10,8,30,961,1060,100.0,0.6481761006289304,centralized,Centralized,E2,0,early,10000.0,1.0,1.0,0.0961,0.106,,597,659,0.0597,0.0659,1.0,1.0,0.5175518462316648,364,60.971524288107204,401,60.849772382397575,0.0364,60.971524288107204,0.0401,60.849772382397575,0.0,0.0,0.13062425439726555
100,10,30,2,10,9,30,687,1022,100.0,0.7202217873450756,centralized,Centralized,E2,0,early,10000.0,1.0,1.0,0.0687,0.1022,,655,708,0.0655,0.0708,1.0,1.0,0.616101694915252,32,4.885496183206107,314,44.35028248587571,0.0031999999999999945,4.885496183206098,0.0314,44.3502824858757,0.0,0.0,0.10412009242982356
100,10,30,2,10,10,30,1010,1048,100.0,0.708492366412216,centralized,Centralized,E2,0,early,10000.0,1.0,1.0,0.101,0.1048,,636,666,0.0636,0.0666,1.0,1.0,0.5892392392392347,374,58.80503144654088,382,57.35735735735735,0.0374,58.80503144654088,0.0382,57.35735735735735,0.0,0.0,0.11925312717298131
100,10,30,2,10,1,30,569,681,100.0,0.5343612334801771,centralized,Centralized,E2,0,middle,10000.0,1.0,1.0,0.0569,0.0681,,569,644,0.0569,0.0644,1.0,1.0,0.5076086956521748,0,0.0,37,5.745341614906832,0.0,0.0,0.003699999999999995,5.745341614906825,0.0,0.0,0.026752537828002243
100,10,30,2,10,2,30,649,769,100.0,0.5493281317728627,centralized,Centralized,E2,0,middle,10000.0,1.0,1.0,0.0649,0.0769,,649,692,0.0649,0.0692,1.0,1.0,0.4991811175337158,0,0.0,77,11.127167630057803,0.0,0.0,0.0076999999999999985,11.127167630057802,0.0,0.0,0.05014701423914686
100,10,30,2,10,3,30,786,840,100.0,0.6299206349206291,centralized,Centralized,E2,0,middle,10000.0,1.0,1.0,0.0786,0.084,,619,736,0.0619,0.0736,1.0,1.0,0.5851902173913036,167,26.978998384491113,104,14.130434782608695,0.016700000000000007,26.978998384491128,0.010400000000000006,14.130434782608706,0.0,0.0,0.044730417529325495
100,10,30,2,10,4,30,615,792,100.0,0.6569865319865301,centralized,Centralized,E2,0,middle,10000.0,1.0,1.0,0.0615,0.0792,,615,680,0.0615,0.068,1.0,1.0,0.6004901960784291,0,0.0,112,16.470588235294116,0.0,0.0,0.011200000000000002,16.47058823529412,0.0,0.0,0.05649633590810099
100,10,30,2,10,5,30,675,723,100.0,0.6266482249884688,centralized,Centralized,E2,0,middle,10000.0,1.0,1.0,0.0675,0.0723,,675,723,0.0675,0.0723,1.0,1.0,0.6266482249884688,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,10,30,2,10,6,30,686,750,100.0,0.7055111111111058,centralized,Centralized,E2,0,middle,10000.0,1.0,1.0,0.0686,0.075,,628,692,0.0628,0.0692,1.0,1.0,0.6836223506743703,58,9.235668789808917,58,8.38150289017341,0.0058,9.235668789808917,0.0058,8.38150289017341,0.0,0.0,0.021888760436735488
100,10,30,2,10,7,30,636,654,100.0,0.4176860346585118,centralized,Centralized,E2,0,middle,10000.0,1.0,1.0,0.0636,0.0654,,636,654,0.0636,0.0654,1.0,1.0,0.4176860346585118,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,10,30,2,10,8,30,597,748,100.0,0.5749554367201432,centralized,Centralized,E2,0,middle,10000.0,1.0,1.0,0.0597,0.0748,,597,659,0.0597,0.0659,1.0,1.0,0.5175518462316648,0,0.0,89,13.505311077389983,0.0,0.0,0.008900000000000005,13.505311077389992,0.0,0.0,0.05740359048847832
100,10,30,2,10,9,30,655,708,100.0,0.616101694915252,centralized,Centralized,E2,0,middle,10000.0,1.0,1.0,0.0655,0.0708,,655,708,0.0655,0.0708,1.0,1.0,0.616101694915252,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,10,30,2,10,10,30,636,720,100.0,0.6200462962962922,centralized,Centralized,E2,0,middle,10000.0,1.0,1.0,0.0636,0.072,,636,666,0.0636,0.0666,1.0,1.0,0.5892392392392347,0,0.0,54,8.108108108108109,0.0,0.0,0.005399999999999988,8.10810810810809,0.0,0.0,0.03080705705705744
100,10,30,2,10,1,30,569,644,100.0,0.5076086956521748,centralized,Centralized,E2,0,late,10000.0,1.0,1.0,0.0569,0.0644,,569,644,0.0569,0.0644,1.0,1.0,0.5076086956521748,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,10,30,2,10,2,30,649,692,100.0,0.4991811175337158,centralized,Centralized,E2,0,late,10000.0,1.0,1.0,0.0649,0.0692,,649,692,0.0649,0.0692,1.0,1.0,0.4991811175337158,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,10,30,2,10,3,30,619,736,100.0,0.5851902173913036,centralized,Centralized,E2,0,late,10000.0,1.0,1.0,0.0619,0.0736,,619,736,0.0619,0.0736,1.0,1.0,0.5851902173913036,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,10,30,2,10,4,30,615,680,100.0,0.6004901960784291,centralized,Centralized,E2,0,late,10000.0,1.0,1.0,0.0615,0.068,,615,680,0.0615,0.068,1.0,1.0,0.6004901960784291,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,10,30,2,10,5,30,675,723,100.0,0.6266482249884688,centralized,Centralized,E2,0,late,10000.0,1.0,1.0,0.0675,0.0723,,675,723,0.0675,0.0723,1.0,1.0,0.6266482249884688,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,10,30,2,10,6,30,628,692,100.0,0.6836223506743703,centralized,Centralized,E2,0,late,10000.0,1.0,1.0,0.0628,0.0692,,628,692,0.0628,0.0692,1.0,1.0,0.6836223506743703,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,10,30,2,10,7,30,636,654,100.0,0.4176860346585118,centralized,Centralized,E2,0,late,10000.0,1.0,1.0,0.0636,0.0654,,636,654,0.0636,0.0654,1.0,1.0,0.4176860346585118,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,10,30,2,10,8,30,597,659,100.0,0.5175518462316648,centralized,Centralized,E2,0,late,10000.0,1.0,1.0,0.0597,0.0659,,597,659,0.0597,0.0659,1.0,1.0,0.5175518462316648,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,10,30,2,10,9,30,655,708,100.0,0.616101694915252,centralized,Centralized,E2,0,late,10000.0,1.0,1.0,0.0655,0.0708,,655,708,0.0655,0.0708,1.0,1.0,0.616101694915252,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,10,30,2,10,10,30,636,666,100.0,0.5892392392392347,centralized,Centralized,E2,0,late,10000.0,1.0,1.0,0.0636,0.0666,,636,666,0.0636,0.0666,1.0,1.0,0.5892392392392347,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,15,45,3,10,1,45,1522,1584,100.0,0.699116161616156,centralized,Centralized,E2,0,mixed,15000.0,1.0,1.0,0.10146666666666666,0.1056,,971,1064,0.06473333333333334,0.07093333333333333,1.0,1.0,0.6097953216374278,551,56.74562306900103,520,48.87218045112782,0.036733333333333326,56.74562306900101,0.034666666666666665,48.87218045112782,0.0,0.0,0.0893208399787282
150,15,45,3,10,2,45,1025,1690,100.0,0.7822090729783006,centralized,Centralized,E2,0,mixed,15000.0,1.0,1.0,0.06833333333333333,0.11266666666666666,,686,1120,0.045733333333333334,0.07466666666666667,1.0,1.0,0.6826785714285718,339,49.416909620991255,570,50.89285714285714,0.022599999999999995,49.41690962099124,0.03799999999999999,50.89285714285713,0.0,0.0,0.09953050154972876
150,15,45,3,10,3,45,1373,1807,100.0,0.7563426182131154,centralized,Centralized,E2,0,mixed,15000.0,1.0,1.0,0.09153333333333333,0.12046666666666667,,1051,1119,0.07006666666666667,0.0746,1.0,1.0,0.6339787508688277,322,30.637488106565176,688,61.48346738159071,0.02146666666666666,30.63748810656517,0.04586666666666667,61.48346738159071,0.0,0.0,0.12236386734428772
150,15,45,3,10,4,45,1648,1783,100.0,0.7511435159219838,centralized,Centralized,E2,0,mixed,15000.0,1.0,1.0,0.10986666666666667,0.11886666666666666,,998,1162,0.06653333333333333,0.07746666666666667,1.0,1.0,0.630770701855038,650,65.13026052104209,621,53.44234079173839,0.043333333333333335,65.13026052104209,0.04139999999999999,53.442340791738374,0.0,0.0,0.12037281406694578
150,15,45,3,10,5,45,1219,1432,100.0,0.7852576039726831,centralized,Centralized,E2,0,mixed,15000.0,1.0,1.0,0.08126666666666667,0.09546666666666667,,782,1000,0.05213333333333333,0.06666666666666667,1.0,1.0,0.705133333333333,437,55.88235294117647,432,43.2,0.029133333333333337,55.882352941176485,0.028800000000000006,43.20000000000001,0.0,0.0,0.08012427063935013
150,15,45,3,10,6,45,1420,1759,100.0,0.7625923820352428,centralized,Centralized,E2,0,mixed,15000.0,1.0,1.0,0.09466666666666666,0.11726666666666667,,994,1037,0.06626666666666667,0.06913333333333334,1.0,1.0,0.6342655094824771,426,42.857142857142854,722,69.62391513982642,0.028399999999999995,42.85714285714285,0.048133333333333334,69.62391513982642,0.0,0.0,0.12832687255276576
