grid_size,n_robots,n_targets,n_failures,num_experiments,experiment_id,n_targets_found,t_targets,t_coverage,percent_coverage,mean_found,algorithm,algorithm_label,experiment,simulation_id,failure_time_mode,horizon,target_found_fraction,coverage_fraction,t_targets_horizon_fraction,t_coverage_horizon_fraction,num_simulations
200,20,60,0,10,9,60,16302,16302,100.0,0.845426941479635,stigmergy_random_walk,Stigmergy Random Walk,E1,8,no_failure,20000.0,1.0,1.0,0.8151,0.8151,10.0
200,20,60,0,10,9,60,7003,20000,99.99749999999999,0.9243383333333369,stigmergy_random_walk,Stigmergy Random Walk,E1,9,no_failure,20000.0,1.0,0.9999749999999998,0.35015,1.0,10.0
200,20,60,0,10,9,60,14670,20000,99.9675,0.9025608333333396,stigmergy_random_walk,Stigmergy Random Walk,E1,10,no_failure,20000.0,1.0,0.999675,0.7335,1.0,10.0
200,20,60,0,10,10,60,7802,18406,100.0,0.8996251222427523,stigmergy_random_walk,Stigmergy Random Walk,E1,1,no_failure,20000.0,1.0,1.0,0.3901,0.9203,10.0
200,20,60,0,10,10,60,6357,17156,100.0,0.9108329447423589,stigmergy_random_walk,Stigmergy Random Walk,E1,2,no_failure,20000.0,1.0,1.0,0.31785,0.8578,10.0
200,20,60,0,10,10,60,4877,20000,99.99249999999999,0.928049999999992,stigmergy_random_walk,Stigmergy Random Walk,E1,3,no_failure,20000.0,1.0,0.999925,0.24385,1.0,10.0
200,20,60,0,10,10,60,9525,16091,100.0,0.8725219066559393,stigmergy_random_walk,Stigmergy Random Walk,E1,4,no_failure,20000.0,1.0,1.0,0.47625,0.80455,10.0
200,20,60,0,10,10,60,9836,18286,100.0,0.8699615370593375,stigmergy_random_walk,Stigmergy Random Walk,E1,5,no_failure,20000.0,1.0,1.0,0.4918,0.9143,10.0
200,20,60,0,10,10,60,11417,17206,100.0,0.8901652524313535,stigmergy_random_walk,Stigmergy Random Walk,E1,6,no_failure,20000.0,1.0,1.0,0.57085,0.8603,10.0
200,20,60,0,10,10,60,7222,18421,100.0,0.9110046504894819,stigmergy_random_walk,Stigmergy Random Walk,E1,7,no_failure,20000.0,1.0,1.0,0.3611,0.92105,10.0
200,20,60,0,10,10,60,10016,20000,99.99749999999999,0.9128133333333297,stigmergy_random_walk,Stigmergy Random Walk,E1,8,no_failure,20000.0,1.0,0.9999749999999998,0.5008,1.0,10.0
200,20,60,0,10,10,60,13031,20000,99.99749999999999,0.9140808333333654,stigmergy_random_walk,Stigmergy Random Walk,E1,9,no_failure,20000.0,1.0,0.9999749999999998,0.65155,1.0,10.0
200,20,60,0,10,10,60,7033,20000,99.99749999999999,0.9228550000000134,stigmergy_random_walk,Stigmergy Random Walk,E1,10,no_failure,20000.0,1.0,0.9999749999999998,0.35165,1.0,10.0
250,25,75,0,10,1,75,14988,25000,99.9568,0.8945935999998993,stigmergy_random_walk,Stigmergy Random Walk,E1,1,no_failure,25000.0,1.0,0.999568,0.59952,1.0,10.0
250,25,75,0,10,1,75,11483,25000,99.9328,0.8951333333333237,stigmergy_random_walk,Stigmergy Random Walk,E1,2,no_failure,25000.0,1.0,0.999328,0.45932,1.0,10.0
250,25,75,0,10,1,75,11151,25000,99.9984,0.9039034666666587,stigmergy_random_walk,Stigmergy Random Walk,E1,3,no_failure,25000.0,1.0,0.999984,0.44604,1.0,10.0
250,25,75,0,10,1,75,10862,22692,100.0,0.9090892531876043,stigmergy_random_walk,Stigmergy Random Walk,E1,4,no_failure,25000.0,1.0,1.0,0.43448,0.90768,10.0
250,25,75,0,10,1,75,15392,23376,100.0,0.9154911019848958,stigmergy_random_walk,Stigmergy Random Walk,E1,5,no_failure,25000.0,1.0,1.0,0.61568,0.93504,10.0
250,25,75,0,10,1,75,9871,25000,99.9984,0.9030304000000184,stigmergy_random_walk,Stigmergy Random Walk,E1,6,no_failure,25000.0,1.0,0.999984,0.39484,1.0,10.0
250,25,75,0,10,1,75,9044,24471,100.0,0.9020614877474166,stigmergy_random_walk,Stigmergy Random Walk,E1,7,no_failure,25000.0,1.0,1.0,0.36176,0.97884,10.0
250,25,75,0,10,1,75,13145,25000,99.9952,0.9041818666665911,stigmergy_random_walk,Stigmergy Random Walk,E1,8,no_failure,25000.0,1.0,0.999952,0.5258,1.0,10.0
250,25,75,0,10,1,75,12226,25000,99.9952,0.8912805333333512,stigmergy_random_walk,Stigmergy Random Walk,E1,9,no_failure,25000.0,1.0,0.999952,0.48904,1.0,10.0
250,25,75,0,10,1,75,6375,23466,100.0,0.9177453904940511,stigmergy_random_walk,Stigmergy Random Walk,E1,10,no_failure,25000.0,1.0,1.0,0.255,0.93864,10.0
250,25,75,0,10,2,75,10589,25000,99.9792,0.9134042666666681,stigmergy_random_walk,Stigmergy Random Walk,E1,1,no_failure,25000.0,1.0,0.999792,0.42356,1.0,10.0
250,25,75,0,10,2,75,11447,25000,99.9984,0.9007893333333262,stigmergy_random_walk,Stigmergy Random Walk,E1,2,no_failure,25000.0,1.0,0.999984,0.45788,1.0,10.0
250,25,75,0,10,2,75,18457,22773,100.0,0.8964481330227217,stigmergy_random_walk,Stigmergy Random Walk,E1,3,no_failure,25000.0,1.0,1.0,0.73828,0.91092,10.0
250,25,75,0,10,2,75,10590,23354,100.0,0.9030738488767232,stigmergy_random_walk,Stigmergy Random Walk,E1,4,no_failure,25000.0,1.0,1.0,0.4236,0.93416,10.0
250,25,75,0,10,2,75,17927,24745,100.0,0.9059139220042693,stigmergy_random_walk,Stigmergy Random Walk,E1,5,no_failure,25000.0,1.0,1.0,0.71708,0.9898,10.0
250,25,75,0,10,2,75,12899,22555,100.0,0.8735949161309021,stigmergy_random_walk,Stigmergy Random Walk,E1,6,no_failure,25000.0,1.0,1.0,0.51596,0.9022,10.0
250,25,75,0,10,2,75,8799,25000,99.8816,0.9062218666666763,stigmergy_random_walk,Stigmergy Random Walk,E1,7,no_failure,25000.0,1.0,0.998816,0.35196,1.0,10.0
250,25,75,0,10,2,75,9496,25000,99.98559999999999,0.9150362666666787,stigmergy_random_walk,Stigmergy Random Walk,E1,8,no_failure,25000.0,1.0,0.9998559999999999,0.37984,1.0,10.0
250,25,75,0,10,2,75,10315,25000,99.8352,0.9082869333333443,stigmergy_random_walk,Stigmergy Random Walk,E1,9,no_failure,25000.0,1.0,0.998352,0.4126,1.0,10.0
250,25,75,0,10,2,75,18145,25000,99.9488,0.9018399999997413,stigmergy_random_walk,Stigmergy Random Walk,E1,10,no_failure,25000.0,1.0,0.999488,0.7258,1.0,10.0
250,25,75,0,10,3,75,19893,25000,99.88,0.8840021333331367,stigmergy_random_walk,Stigmergy Random Walk,E1,1,no_failure,25000.0,1.0,0.9987999999999999,0.79572,1.0,10.0
250,25,75,0,10,3,75,11870,25000,99.9984,0.8986421333333445,stigmergy_random_walk,Stigmergy Random Walk,E1,2,no_failure,25000.0,1.0,0.999984,0.4748,1.0,10.0
250,25,75,0,10,3,75,16435,25000,99.736,0.9036959999999078,stigmergy_random_walk,Stigmergy Random Walk,E1,3,no_failure,25000.0,1.0,0.99736,0.6574,1.0,10.0
250,25,75,0,10,3,75,13986,23770,100.0,0.8806714345813244,stigmergy_random_walk,Stigmergy Random Walk,E1,4,no_failure,25000.0,1.0,1.0,0.55944,0.9508,10.0
250,25,75,0,10,3,75,10522,20434,100.0,0.8495337835633636,stigmergy_random_walk,Stigmergy Random Walk,E1,5,no_failure,25000.0,1.0,1.0,0.42088,0.81736,10.0
250,25,75,0,10,3,75,8688,25000,99.984,0.907205333333347,stigmergy_random_walk,Stigmergy Random Walk,E1,6,no_failure,25000.0,1.0,0.99984,0.34752,1.0,10.0
250,25,75,0,10,3,75,18895,24250,100.0,0.8528610309275982,stigmergy_random_walk,Stigmergy Random Walk,E1,7,no_failure,25000.0,1.0,1.0,0.7558,0.97,10.0
250,25,75,0,10,3,75,10674,24337,100.0,0.8889531714399437,stigmergy_random_walk,Stigmergy Random Walk,E1,8,no_failure,25000.0,1.0,1.0,0.42696,0.97348,10.0
250,25,75,0,10,3,75,18480,25000,99.9664,0.892568533333124,stigmergy_random_walk,Stigmergy Random Walk,E1,9,no_failure,25000.0,1.0,0.9996639999999999,0.7392,1.0,10.0
250,25,75,0,10,3,75,13499,25000,99.97120000000001,0.871014399999973,stigmergy_random_walk,Stigmergy Random Walk,E1,10,no_failure,25000.0,1.0,0.9997120000000002,0.53996,1.0,10.0
250,25,75,0,10,4,75,22970,25000,99.9952,0.9092757333332088,stigmergy_random_walk,Stigmergy Random Walk,E1,1,no_failure,25000.0,1.0,0.999952,0.9188,1.0,10.0
250,25,75,0,10,4,75,14434,25000,99.9744,0.9039477333333478,stigmergy_random_walk,Stigmergy Random Walk,E1,2,no_failure,25000.0,1.0,0.9997440000000001,0.57736,1.0,10.0
250,25,75,0,10,4,75,11064,24210,100.0,0.8962065262288372,stigmergy_random_walk,Stigmergy Random Walk,E1,3,no_failure,25000.0,1.0,1.0,0.44256,0.9684,10.0
250,25,75,0,10,4,75,11439,25000,99.99040000000001,0.9088074666666469,stigmergy_random_walk,Stigmergy Random Walk,E1,4,no_failure,25000.0,1.0,0.9999040000000001,0.45756,1.0,10.0
250,25,75,0,10,4,75,14119,25000,99.984,0.8949775999998991,stigmergy_random_walk,Stigmergy Random Walk,E1,5,no_failure,25000.0,1.0,0.99984,0.56476,1.0,10.0
250,25,75,0,10,4,75,12638,23127,100.0,0.8760248483014066,stigmergy_random_walk,Stigmergy Random Walk,E1,6,no_failure,25000.0,1.0,1.0,0.50552,0.92508,10.0
250,25,75,0,10,4,75,18342,25000,99.9536,0.8819797333331834,stigmergy_random_walk,Stigmergy Random Walk,E1,7,no_failure,25000.0,1.0,0.999536,0.73368,1.0,10.0
250,25,75,0,10,4,75,10536,25000,99.9808,0.9094656000000066,stigmergy_random_walk,Stigmergy Random Walk,E1,8,no_failure,25000.0,1.0,0.999808,0.42144,1.0,10.0
250,25,75,0,10,4,75,18504,25000,99.99040000000001,0.9022261333330576,stigmergy_random_walk,Stigmergy Random Walk,E1,9,no_failure,25000.0,1.0,0.9999040000000001,0.74016,1.0,10.0
250,25,75,0,10,4,75,15216,20504,100.0,0.8759656652358749,stigmergy_random_walk,Stigmergy Random Walk,E1,10,no_failure,25000.0,1.0,1.0,0.60864,0.82016,10.0
250,25,75,0,10,5,75,17167,25000,99.824,0.8855599999998438,stigmergy_random_walk,Stigmergy Random Walk,E1,1,no_failure,25000.0,1.0,0.99824,0.68668,1.0,10.0
250,25,75,0,10,5,75,11096,24473,100.0,0.8995104809381941,stigmergy_random_walk,Stigmergy Random Walk,E1,2,no_failure,25000.0,1.0,1.0,0.44384,0.97892,10.0
250,25,75,0,10,5,75,17493,25000,99.9792,0.8870005333331604,stigmergy_random_walk,Stigmergy Random Walk,E1,3,no_failure,25000.0,1.0,0.999792,0.69972,1.0,10.0
250,25,75,0,10,5,75,6964,23478,100.0,0.9178192350285459,stigmergy_random_walk,Stigmergy Random Walk,E1,4,no_failure,25000.0,1.0,1.0,0.27856,0.93912,10.0
250,25,75,0,10,5,75,11375,23233,100.0,0.8895255312127864,stigmergy_random_walk,Stigmergy Random Walk,E1,5,no_failure,25000.0,1.0,1.0,0.455,0.92932,10.0
250,25,75,0,10,5,75,18399,24245,100.0,0.8925254691686558,stigmergy_random_walk,Stigmergy Random Walk,E1,6,no_failure,25000.0,1.0,1.0,0.73596,0.9698,10.0
250,25,75,0,10,5,75,10899,20515,100.0,0.854198391420933,stigmergy_random_walk,Stigmergy Random Walk,E1,7,no_failure,25000.0,1.0,1.0,0.43596,0.8206,10.0
250,25,75,0,10,5,75,13729,25000,99.96159999999999,0.8928725333333394,stigmergy_random_walk,Stigmergy Random Walk,E1,8,no_failure,25000.0,1.0,0.999616,0.54916,1.0,10.0
250,25,75,0,10,5,75,19651,25000,99.9088,0.8773957333331516,stigmergy_random_walk,Stigmergy Random Walk,E1,9,no_failure,25000.0,1.0,0.999088,0.78604,1.0,10.0
250,25,75,0,10,5,75,16589,22897,100.0,0.8506337074724829,stigmergy_random_walk,Stigmergy Random Walk,E1,10,no_failure,25000.0,1.0,1.0,0.66356,0.91588,10.0
250,25,75,0,10,6,75,9517,24170,100.0,0.8937547924424434,stigmergy_random_walk,Stigmergy Random Walk,E1,1,no_failure,25000.0,1.0,1.0,0.38068,0.9668,10.0
250,25,75,0,10,6,75,9584,25000,99.9984,0.9061952000000216,stigmergy_random_walk,Stigmergy Random Walk,E1,2,no_failure,25000.0,1.0,0.999984,0.38336,1.0,10.0
250,25,75,0,10,6,75,13809,25000,99.9792,0.8989440000000037,stigmergy_random_walk,Stigmergy Random Walk,E1,3,no_failure,25000.0,1.0,0.999792,0.55236,1.0,10.0
250,25,75,0,10,6,75,10205,21830,100.0,0.8953482974500064,stigmergy_random_walk,Stigmergy Random Walk,E1,4,no_failure,25000.0,1.0,1.0,0.4082,0.8732,10.0
250,25,75,0,10,6,75,16371,25000,98.55199999999999,0.8720570666665657,stigmergy_random_walk,Stigmergy Random Walk,E1,5,no_failure,25000.0,1.0,0.98552,0.65484,1.0,10.0
250,25,75,0,10,6,75,11734,25000,99.952,0.8739178666666787,stigmergy_random_walk,Stigmergy Random Walk,E1,6,no_failure,25000.0,1.0,0.99952,0.46936,1.0,10.0
250,25,75,0,10,6,75,7445,25000,99.98559999999999,0.9057200000000126,stigmergy_random_walk,Stigmergy Random Walk,E1,7,no_failure,25000.0,1.0,0.9998559999999999,0.2978,1.0,10.0
250,25,75,0,10,6,75,10673,25000,99.9984,0.902651200000014,stigmergy_random_walk,Stigmergy Random Walk,E1,8,no_failure,25000.0,1.0,0.999984,0.42692,1.0,10.0
250,25,75,0,10,6,75,12300,22277,100.0,0.8782092142867476,stigmergy_random_walk,Stigmergy Random Walk,E1,9,no_failure,25000.0,1.0,1.0,0.492,0.89108,10.0
250,25,75,0,10,6,75,14498,25000,99.9744,0.8880346666666156,stigmergy_random_walk,Stigmergy Random Walk,E1,10,no_failure,25000.0,1.0,0.9997440000000001,0.57992,1.0,10.0
250,25,75,0,10,7,75,9314,25000,99.9936,0.9100501333333447,stigmergy_random_walk,Stigmergy Random Walk,E1,1,no_failure,25000.0,1.0,0.999936,0.37256,1.0,10.0
250,25,75,0,10,7,75,8973,25000,99.9936,0.9156368000000081,stigmergy_random_walk,Stigmergy Random Walk,E1,2,no_failure,25000.0,1.0,0.999936,0.35892,1.0,10.0
250,25,75,0,10,7,75,18361,25000,99.94720000000001,0.8559866666665285,stigmergy_random_walk,Stigmergy Random Walk,E1,3,no_failure,25000.0,1.0,0.9994720000000001,0.73444,1.0,10.0
250,25,75,0,10,7,75,13758,25000,99.9984,0.889220266666583,stigmergy_random_walk,Stigmergy Random Walk,E1,4,no_failure,25000.0,1.0,0.999984,0.55032,1.0,10.0
250,25,75,0,10,7,75,18331,25000,99.9824,0.8492581333332865,stigmergy_random_walk,Stigmergy Random Walk,E1,5,no_failure,25000.0,1.0,0.9998239999999999,0.73324,1.0,10.0
250,25,75,0,10,7,75,9134,25000,99.9984,0.878286933333354,stigmergy_random_walk,Stigmergy Random Walk,E1,6,no_failure,25000.0,1.0,0.999984,0.36536,1.0,10.0
250,25,75,0,10,7,74,25000,25000,99.21759999999999,0.8866677333332742,stigmergy_random_walk,Stigmergy Random Walk,E1,7,no_failure,25000.0,0.9866666666666667,0.992176,1.0,1.0,10.0
250,25,75,0,10,7,75,11429,25000,99.9952,0.9110341333333115,stigmergy_random_walk,Stigmergy Random Walk,E1,8,no_failure,25000.0,1.0,0.999952,0.45716,1.0,10.0
250,25,75,0,10,7,75,14884,25000,99.984,0.894932266666542,stigmergy_random_walk,Stigmergy Random Walk,E1,9,no_failure,25000.0,1.0,0.99984,0.59536,1.0,10.0
250,25,75,0,10,7,75,15165,25000,99.992,0.8868271999998834,stigmergy_random_walk,Stigmergy Random Walk,E1,10,no_failure,25000.0,1.0,0.99992,0.6066,1.0,10.0
250,25,75,0,10,8,75,14259,23179,100.0,0.8970499158719998,stigmergy_random_walk,Stigmergy Random Walk,E1,1,no_failure,25000.0,1.0,1.0,0.57036,0.92716,10.0
250,25,75,0,10,8,75,16037,25000,99.9952,0.888711999999931,stigmergy_random_walk,Stigmergy Random Walk,E1,2,no_failure,25000.0,1.0,0.999952,0.64148,1.0,10.0
250,25,75,0,10,8,75,10446,24859,100.0,0.9177859125467656,stigmergy_random_walk,Stigmergy Random Walk,E1,3,no_failure,25000.0,1.0,1.0,0.41784,0.99436,10.0
250,25,75,0,10,8,75,10370,23734,100.0,0.9153405803207892,stigmergy_random_walk,Stigmergy Random Walk,E1,4,no_failure,25000.0,1.0,1.0,0.4148,0.94936,10.0
250,25,75,0,10,8,75,11895,24813,100.0,0.9157962895793405,stigmergy_random_walk,Stigmergy Random Walk,E1,5,no_failure,25000.0,1.0,1.0,0.4758,0.99252,10.0
250,25,75,0,10,8,75,13404,25000,99.9984,0.8954346666665977,stigmergy_random_walk,Stigmergy Random Walk,E1,6,no_failure,25000.0,1.0,0.999984,0.53616,1.0,10.0
250,25,75,0,10,8,74,25000,25000,99.7984,0.891717333333272,stigmergy_random_walk,Stigmergy Random Walk,E1,7,no_failure,25000.0,0.9866666666666667,0.997984,1.0,1.0,10.0
250,25,75,0,10,8,75,10262,19191,100.0,0.9041126917131298,stigmergy_random_walk,Stigmergy Random Walk,E1,8,no_failure,25000.0,1.0,1.0,0.41048,0.76764,10.0
250,25,75,0,10,8,75,15809,25000,99.9936,0.8991930666664956,stigmergy_random_walk,Stigmergy Random Walk,E1,9,no_failure,25000.0,1.0,0.999936,0.63236,1.0,10.0
250,25,75,0,10,8,75,13890,25000,99.9136,0.9206613333332047,stigmergy_random_walk,Stigmergy Random Walk,E1,10,no_failure,25000.0,1.0,0.999136,0.5556,1.0,10.0
250,25,75,0,10,9,75,9480,23466,100.0,0.9139208500241585,stigmergy_random_walk,Stigmergy Random Walk,E1,1,no_failure,25000.0,1.0,1.0,0.3792,0.93864,10.0
250,25,75,0,10,9,75,9862,21834,100.0,0.9060077554883946,stigmergy_random_walk,Stigmergy Random Walk,E1,2,no_failure,25000.0,1.0,1.0,0.39448,0.87336,10.0
250,25,75,0,10,9,75,17133,25000,99.9952,0.9104101333331032,stigmergy_random_walk,Stigmergy Random Walk,E1,3,no_failure,25000.0,1.0,0.999952,0.68532,1.0,10.0
250,25,75,0,10,9,75,22791,25000,99.98559999999999,0.9037397333334817,stigmergy_random_walk,Stigmergy Random Walk,E1,4,no_failure,25000.0,1.0,0.9998559999999999,0.91164,1.0,10.0
250,25,75,0,10,9,75,13590,22654,100.0,0.9062087637207908,stigmergy_random_walk,Stigmergy Random Walk,E1,5,no_failure,25000.0,1.0,1.0,0.5436,0.90616,10.0
250,25,75,0,10,9,75,10399,25000,99.96159999999999,0.9088117333333517,stigmergy_random_walk,Stigmergy Random Walk,E1,6,no_failure,25000.0,1.0,0.999616,0.41596,1.0,10.0
250,25,75,0,10,9,75,11452,21284,100.0,0.8939829605963526,stigmergy_random_walk,Stigmergy Random Walk,E1,7,no_failure,25000.0,1.0,1.0,0.45808,0.85136,10.0
250,25,75,0,10,9,75,8311,25000,99.99040000000001,0.9070960000000146,stigmergy_random_walk,Stigmergy Random Walk,E1,8,no_failure,25000.0,1.0,0.9999040000000001,0.33244,1.0,10.0
250,25,75,0,10,9,75,16419,23862,100.0,0.8952538205792439,stigmergy_random_walk,Stigmergy Random Walk,E1,9,no_failure,25000.0,1.0,1.0,0.65676,0.95448,10.0
250,25,75,0,10,9,75,7434,24380,100.0,0.9231506699480517,stigmergy_random_walk,Stigmergy Random Walk,E1,10,no_failure,25000.0,1.0,1.0,0.29736,0.9752,10.0
250,25,75,0,10,10,75,8619,25000,99.9968,0.9023450666666828,stigmergy_random_walk,Stigmergy Random Walk,E1,1,no_failure,25000.0,1.0,0.999968,0.34476,1.0,10.0
250,25,75,0,10,10,75,12384,25000,99.9984,0.9087189333333029,stigmergy_random_walk,Stigmergy Random Walk,E1,2,no_failure,25000.0,1.0,0.999984,0.49536,1.0,10.0
250,25,75,0,10,10,75,16003,25000,99.9792,0.8880277333331734,stigmergy_random_walk,Stigmergy Random Walk,E1,3,no_failure,25000.0,1.0,0.999792,0.64012,1.0,10.0
250,25,75,0,10,10,75,10008,25000,99.9936,0.9063600000000203,stigmergy_random_walk,Stigmergy Random Walk,E1,4,no_failure,25000.0,1.0,0.999936,0.40032,1.0,10.0
250,25,75,0,10,10,75,13205,25000,99.96159999999999,0.9226442666665665,stigmergy_random_walk,Stigmergy Random Walk,E1,5,no_failure,25000.0,1.0,0.999616,0.5282,1.0,10.0
250,25,75,0,10,10,75,12793,21353,100.0,0.8809472517522463,stigmergy_random_walk,Stigmergy Random Walk,E1,6,no_failure,25000.0,1.0,1.0,0.51172,0.85412,10.0
250,25,75,0,10,10,75,10879,25000,99.9984,0.9219391999999789,stigmergy_random_walk,Stigmergy Random Walk,E1,7,no_failure,25000.0,1.0,0.999984,0.43516,1.0,10.0
250,25,75,0,10,10,75,10772,22848,100.0,0.9173897058823334,stigmergy_random_walk,Stigmergy Random Walk,E1,8,no_failure,25000.0,1.0,1.0,0.43088,0.91392,10.0
250,25,75,0,10,10,75,18657,25000,99.8912,0.895167466666509,stigmergy_random_walk,Stigmergy Random Walk,E1,9,no_failure,25000.0,1.0,0.998912,0.74628,1.0,10.0
250,25,75,0,10,10,75,9171,25000,99.8048,0.895026133333348,stigmergy_random_walk,Stigmergy Random Walk,E1,10,no_failure,25000.0,1.0,0.998048,0.36684,1.0,10.0
300,30,90,0,10,1,90,14585,26883,100.0,0.8776496505433455,stigmergy_random_walk,Stigmergy Random Walk,E1,1,no_failure,30000.0,1.0,1.0,0.4861666666666667,0.8961,10.0
300,30,90,0,10,1,90,11159,30000,99.99444444444444,0.9134285185185312,stigmergy_random_walk,Stigmergy Random Walk,E1,2,no_failure,30000.0,1.0,0.9999444444444444,0.37196666666666667,1.0,10.0
300,30,90,0,10,1,90,10522,27497,100.0,0.9052664331058492,stigmergy_random_walk,Stigmergy Random Walk,E1,3,no_failure,30000.0,1.0,1.0,0.35073333333333334,0.9165666666666666,10.0
300,30,90,0,10,1,90,10057,30000,99.9988888888889,0.9172518518518573,stigmergy_random_walk,Stigmergy Random Walk,E1,4,no_failure,30000.0,1.0,0.999988888888889,0.3352333333333333,1.0,10.0
300,30,90,0,10,1,90,12221,30000,99.99777777777777,0.9165940740740941,stigmergy_random_walk,Stigmergy Random Walk,E1,5,no_failure,30000.0,1.0,0.9999777777777777,0.40736666666666665,1.0,10.0
300,30,90,0,10,1,90,9136,30000,99.99666666666667,0.933455185185153,stigmergy_random_walk,Stigmergy Random Walk,E1,6,no_failure,30000.0,1.0,0.9999666666666667,0.3045333333333333,1.0,10.0
300,30,90,0,10,1,90,13505,30000,99.99333333333334,0.9136200000000199,stigmergy_random_walk,Stigmergy Random Walk,E1,7,no_failure,30000.0,1.0,0.9999333333333333,0.45016666666666666,1.0,10.0
300,30,90,0,10,1,90,9579,30000,99.99,0.9203437037037298,stigmergy_random_walk,Stigmergy Random Walk,E1,8,no_failure,30000.0,1.0,0.9998999999999999,0.3193,1.0,10.0
300,30,90,0,10,1,90,11058,28902,100.0,0.9154172337170122,stigmergy_random_walk,Stigmergy Random Walk,E1,9,no_failure,30000.0,1.0,1.0,0.3686,0.9634,10.0
300,30,90,0,10,1,90,12152,30000,99.99444444444444,0.9215181481481465,stigmergy_random_walk,Stigmergy Random Walk,E1,10,no_failure,30000.0,1.0,0.9999444444444444,0.4050666666666667,1.0,10.0
300,30,90,0,10,2,90,26256,30000,99.99777777777777,0.8933588888889541,stigmergy_random_walk,Stigmergy Random Walk,E1,1,no_failure,30000.0,1.0,0.9999777777777777,0.8752,1.0,10.0
300,30,90,0,10,2,90,15234,26483,100.0,0.87729235106798,stigmergy_random_walk,Stigmergy Random Walk,E1,2,no_failure,30000.0,1.0,1.0,0.5078,0.8827666666666667,10.0
300,30,90,0,10,2,90,14326,30000,99.99444444444444,0.8906711111111484,stigmergy_random_walk,Stigmergy Random Walk,E1,3,no_failure,30000.0,1.0,0.9999444444444444,0.4775333333333333,1.0,10.0
300,30,90,0,10,2,90,12372,30000,99.98333333333333,0.9146218518518607,stigmergy_random_walk,Stigmergy Random Walk,E1,4,no_failure,30000.0,1.0,0.9998333333333334,0.4124,1.0,10.0
300,30,90,0,10,2,90,21113,30000,99.96000000000001,0.8911525925926906,stigmergy_random_walk,Stigmergy Random Walk,E1,5,no_failure,30000.0,1.0,0.9996,0.7037666666666667,1.0,10.0
300,30,90,0,10,2,90,17724,30000,99.98666666666666,0.8791555555556018,stigmergy_random_walk,Stigmergy Random Walk,E1,6,no_failure,30000.0,1.0,0.9998666666666667,0.5908,1.0,10.0
300,30,90,0,10,2,90,11731,30000,99.99666666666667,0.9143011111111169,stigmergy_random_walk,Stigmergy Random Walk,E1,7,no_failure,30000.0,1.0,0.9999666666666667,0.39103333333333334,1.0,10.0
300,30,90,0,10,2,90,19167,26083,100.0,0.8780005708274901,stigmergy_random_walk,Stigmergy Random Walk,E1,8,no_failure,30000.0,1.0,1.0,0.6389,0.8694333333333333,10.0
300,30,90,0,10,2,89,30000,30000,99.97333333333333,0.868792592592686,stigmergy_random_walk,Stigmergy Random Walk,E1,9,no_failure,30000.0,0.9888888888888889,0.9997333333333333,1.0,1.0,10.0
300,30,90,0,10,2,90,20625,30000,99.43888888888888,0.8969107407408993,stigmergy_random_walk,Stigmergy Random Walk,E1,10,no_failure,30000.0,1.0,0.9943888888888889,0.6875,1.0,10.0
300,30,90,0,10,3,90,18228,30000,99.97222222222221,0.8871462962963429,stigmergy_random_walk,Stigmergy Random Walk,E1,1,no_failure,30000.0,1.0,0.9997222222222222,0.6076,1.0,10.0
300,30,90,0,10,3,90,28285,30000,99.94,0.8833555555556495,stigmergy_random_walk,Stigmergy Random Walk,E1,2,no_failure,30000.0,1.0,0.9994,0.9428333333333333,1.0,10.0
300,30,90,0,10,3,90,15878,29646,100.0,0.9025677063423149,stigmergy_random_walk,Stigmergy Random Walk,E1,3,no_failure,30000.0,1.0,1.0,0.5292666666666667,0.9882,10.0
300,30,90,0,10,3,90,15498,30000,99.99777777777777,0.8958151851852442,stigmergy_random_walk,Stigmergy Random Walk,E1,4,no_failure,30000.0,1.0,0.9999777777777777,0.5166,1.0,10.0
300,30,90,0,10,3,89,30000,30000,99.76222222222222,0.8693629629630559,stigmergy_random_walk,Stigmergy Random Walk,E1,5,no_failure,30000.0,0.9888888888888889,0.9976222222222222,1.0,1.0,10.0
300,30,90,0,10,3,90,20796,25858,100.0,0.8702318646282888,stigmergy_random_walk,Stigmergy Random Walk,E1,6,no_failure,30000.0,1.0,1.0,0.6932,0.8619333333333333,10.0
300,30,90,0,10,3,90,10912,26235,100.0,0.9137886199521197,stigmergy_random_walk,Stigmergy Random Walk,E1,7,no_failure,30000.0,1.0,1.0,0.36373333333333335,0.8745,10.0
300,30,90,0,10,3,90,14746,30000,99.9988888888889,0.8955037037037242,stigmergy_random_walk,Stigmergy Random Walk,E1,8,no_failure,30000.0,1.0,0.999988888888889,0.4915333333333333,1.0,10.0
300,30,90,0,10,3,90,23820,30000,99.96222222222222,0.8731114814816301,stigmergy_random_walk,Stigmergy Random Walk,E1,9,no_failure,30000.0,1.0,0.9996222222222222,0.794,1.0,10.0
300,30,90,0,10,3,90,15156,30000,99.99777777777777,0.8963574074074958,stigmergy_random_walk,Stigmergy Random Walk,E1,10,no_failure,30000.0,1.0,0.9999777777777777,0.5052,1.0,10.0
300,30,90,0,10,4,90,17259,30000,99.87444444444445,0.9149733333333864,stigmergy_random_walk,Stigmergy Random Walk,E1,1,no_failure,30000.0,1.0,0.9987444444444445,0.5753,1.0,10.0
