grid_size,n_search_robots,target_x,target_y,requested_distance_shell,spawn_position_id,search_starts,search_start_distances,actual_min_start_distance,actual_mean_start_distance,algorithm_seed,max_horizon,found,found_robot_id,steps_to_target,optimal_manhattan_steps,excess_steps_over_optimal,slowdown_ratio,path_efficiency,time_to_attractive_detection,time_from_detection_to_target,post_detection_path_efficiency,convergence_rate,stagnation_count,mode_switch_step,success_rate,steps_per_start_distance,detection_fraction_of_total_time
100,1,50,50,30,2,"21,49",30,30,30,1043305,50000,1,1,1047,30,1017,34.9,0.02865329512893983,1003,44,1.045454545454545,1.022727272727273,509,1003,1.0,34.9,0.9579751671442216
100,1,50,50,30,2,"21,49",30,30,30,1043306,50000,1,1,29,30,-1,0.9666666666666667,1.03448275862069,26,3,1.666666666666667,1.333333333333333,0,26,1.0,0.9666666666666667,0.896551724137931
100,1,50,50,30,2,"21,49",30,30,30,1043307,50000,1,1,1047,30,1017,34.9,0.02865329512893983,1008,39,1.051282051282051,1.025641025641026,509,1008,1.0,34.9,0.9627507163323782
100,1,50,50,30,2,"21,49",30,30,30,1043308,50000,1,1,29,30,-1,0.9666666666666667,1.03448275862069,26,3,1.666666666666667,1.333333333333333,0,26,1.0,0.9666666666666667,0.896551724137931
100,1,50,50,30,2,"21,49",30,30,30,1043309,50000,1,1,1047,30,1017,34.9,0.02865329512893983,1003,44,1.045454545454545,1.022727272727273,509,1003,1.0,34.9,0.9579751671442216
100,1,50,50,30,2,"21,49",30,30,30,1043310,50000,1,1,465,30,435,15.5,0.06451612903225806,450,15,1.133333333333333,1.066666666666667,218,450,1.0,15.5,0.967741935483871
100,1,50,50,40,3,"11,49",40,40,40,1043401,50000,1,1,455,40,415,11.375,0.08791208791208792,440,15,1.133333333333333,1.066666666666667,208,440,1.0,11.375,0.967032967032967
100,1,50,50,40,3,"11,49",40,40,40,1043402,50000,1,1,455,40,415,11.375,0.08791208791208792,440,15,1.133333333333333,1.066666666666667,208,440,1.0,11.375,0.967032967032967
100,1,50,50,40,3,"11,49",40,40,40,1043403,50000,1,1,2285,40,2245,57.125,0.0175054704595186,2222,63,1.031746031746032,1.015873015873016,1123,2222,1.0,57.125,0.9724288840262582
100,1,50,50,40,3,"11,49",40,40,40,1043404,50000,1,1,52,40,12,1.3,0.7692307692307693,36,16,0.3125,0.25,7,36,1.0,1.3,0.6923076923076923
100,1,50,50,40,3,"11,49",40,40,40,1043405,50000,1,1,52,40,12,1.3,0.7692307692307693,36,16,0.3125,0.25,7,36,1.0,1.3,0.6923076923076923
100,1,50,50,40,3,"11,49",40,40,40,1043406,50000,1,1,1717,40,1677,42.925,0.023296447291788,1661,56,1.035714285714286,1.017857142857143,839,1661,1.0,42.925,0.9673849737914968
100,1,50,50,40,3,"11,49",40,40,40,1043407,50000,1,1,61,40,21,1.525,0.6557377049180327,36,25,0.2,0.16,11,36,1.0,1.525,0.5901639344262295
100,1,50,50,40,3,"11,49",40,40,40,1043408,50000,1,1,2071,40,2031,51.775,0.01931434089811685,2011,60,1.033333333333333,1.016666666666667,1016,2011,1.0,51.775,0.9710284886528248
100,1,50,50,40,3,"11,49",40,40,40,1043409,50000,1,1,61,40,21,1.525,0.6557377049180327,36,25,0.2,0.16,11,36,1.0,1.525,0.5901639344262295
100,1,50,50,40,3,"11,49",40,40,40,1043410,50000,1,1,1717,40,1677,42.925,0.023296447291788,1661,56,1.035714285714286,1.017857142857143,839,1661,1.0,42.925,0.9673849737914968
100,1,50,50,50,4,"1,49",50,50,50,1043501,50000,1,1,2143,50,2093,42.86,0.02333177788147457,2081,62,1.032258064516129,1.016129032258065,1047,2081,1.0,42.86,0.9710685954269715
100,1,50,50,50,4,"1,49",50,50,50,1043502,50000,1,1,49,50,-1,0.98,1.020408163265306,44,5,1.4,1.2,0,44,1.0,0.98,0.8979591836734694
100,1,50,50,50,4,"1,49",50,50,50,1043503,50000,1,1,2051,50,2001,41.02,0.02437835202340322,1989,62,1.032258064516129,1.016129032258065,1001,1989,1.0,41.02,0.96977084349098
100,1,50,50,50,4,"1,49",50,50,50,1043504,50000,1,1,2197,50,2147,43.94,0.02275830678197542,2133,64,1.03125,1.015625,1074,2133,1.0,43.94,0.9708693673190715
100,1,50,50,50,4,"1,49",50,50,50,1043505,50000,1,1,2171,50,2121,43.42,0.02303086135421465,2107,64,1.03125,1.015625,1061,2107,1.0,43.42,0.9705204974666053
100,1,50,50,50,4,"1,49",50,50,50,1043506,50000,1,1,49,50,-1,0.98,1.020408163265306,44,5,1.4,1.2,0,44,1.0,0.98,0.8979591836734694
100,1,50,50,50,4,"1,49",50,50,50,1043507,50000,1,1,447,50,397,8.94,0.1118568232662192,433,14,1.142857142857143,1.071428571428571,199,433,1.0,8.94,0.9686800894854586
100,1,50,50,50,4,"1,49",50,50,50,1043508,50000,1,1,449,50,399,8.98,0.111358574610245,433,16,1.125,1.0625,200,433,1.0,8.98,0.9643652561247216
100,1,50,50,50,4,"1,49",50,50,50,1043509,50000,1,1,2053,50,2003,41.06,0.02435460301997077,1991,62,1.032258064516129,1.016129032258065,1002,1991,1.0,41.06,0.9698002922552362
100,1,50,50,50,4,"1,49",50,50,50,1043510,50000,1,1,447,50,397,8.94,0.1118568232662192,433,14,1.142857142857143,1.071428571428571,199,433,1.0,8.94,0.9686800894854586
100,2,50,50,20,1,"31,49;30,50",20;20,20,20,1044201,50000,1,1,19,20,-1,0.95,1.052631578947368,16,3,1.666666666666667,1.333333333333333,0,16,1.0,0.95,0.8421052631578947
100,2,50,50,20,1,"31,49;30,50",20;20,20,20,1044202,50000,1,1,19,20,-1,0.95,1.052631578947368,16,3,1.666666666666667,1.333333333333333,0,16,1.0,0.95,0.8421052631578947
100,2,50,50,20,1,"31,49;30,50",20;20,20,20,1044203,50000,1,2,611,20,591,30.55,0.03273322422258593,593,18,1.111111111111111,1.055555555555556,296,593,1.0,30.55,0.9705400981996727
100,2,50,50,20,1,"31,49;30,50",20;20,20,20,1044204,50000,1,1,19,20,-1,0.95,1.052631578947368,16,3,1.666666666666667,1.333333333333333,0,16,1.0,0.95,0.8421052631578947
100,2,50,50,20,1,"31,49;30,50",20;20,20,20,1044205,50000,1,1,19,20,-1,0.95,1.052631578947368,16,3,1.666666666666667,1.333333333333333,0,16,1.0,0.95,0.8421052631578947
100,2,50,50,20,1,"31,49;30,50",20;20,20,20,1044206,50000,1,1,19,20,-1,0.95,1.052631578947368,16,3,1.666666666666667,1.333333333333333,0,16,1.0,0.95,0.8421052631578947
100,2,50,50,20,1,"31,49;30,50",20;20,20,20,1044207,50000,1,1,19,20,-1,0.95,1.052631578947368,16,3,1.666666666666667,1.333333333333333,0,16,1.0,0.95,0.8421052631578947
100,2,50,50,20,1,"31,49;30,50",20;20,20,20,1044208,50000,1,1,693,20,673,34.65,0.02886002886002886,675,18,1.111111111111111,1.055555555555556,337,675,1.0,34.65,0.974025974025974
100,2,50,50,20,1,"31,49;30,50",20;20,20,20,1044209,50000,1,1,349,20,329,17.45,0.05730659025787966,337,12,1.166666666666667,1.083333333333333,165,337,1.0,17.45,0.9656160458452722
100,2,50,50,20,1,"31,49;30,50",20;20,20,20,1044210,50000,1,1,19,20,-1,0.95,1.052631578947368,16,3,1.666666666666667,1.333333333333333,0,16,1.0,0.95,0.8421052631578947
100,2,50,50,30,2,"21,49;20,50",30;30,30,30,1044301,50000,1,1,29,30,-1,0.9666666666666667,1.03448275862069,26,3,1.666666666666667,1.333333333333333,0,26,1.0,0.9666666666666667,0.896551724137931
100,2,50,50,30,2,"21,49;20,50",30;30,30,30,1044302,50000,1,1,29,30,-1,0.9666666666666667,1.03448275862069,26,3,1.666666666666667,1.333333333333333,0,26,1.0,0.9666666666666667,0.896551724137931
100,2,50,50,30,2,"21,49;20,50",30;30,30,30,1044303,50000,1,1,1321,30,1291,44.03333333333333,0.02271006813020439,1273,48,1.041666666666667,1.020833333333333,646,1273,1.0,44.03333333333333,0.9636638909916729
100,2,50,50,30,2,"21,49;20,50",30;30,30,30,1044304,50000,1,1,29,30,-1,0.9666666666666667,1.03448275862069,26,3,1.666666666666667,1.333333333333333,0,26,1.0,0.9666666666666667,0.896551724137931
100,2,50,50,30,2,"21,49;20,50",30;30,30,30,1044305,50000,1,1,379,30,349,12.63333333333333,0.079155672823219,367,12,1.166666666666667,1.083333333333333,175,367,1.0,12.633333333333333,0.9683377308707124
100,2,50,50,30,2,"21,49;20,50",30;30,30,30,1044306,50000,1,1,379,30,349,12.63333333333333,0.079155672823219,367,12,1.166666666666667,1.083333333333333,175,367,1.0,12.633333333333333,0.9683377308707124
100,2,50,50,30,2,"21,49;20,50",30;30,30,30,1044307,50000,1,1,225,30,195,7.5,0.1333333333333333,214,11,1.181818181818182,1.090909090909091,98,214,1.0,7.5,0.9511111111111111
100,2,50,50,30,2,"21,49;20,50",30;30,30,30,1044308,50000,1,2,1033,30,1003,34.43333333333333,0.02904162633107454,1009,24,1.083333333333333,1.041666666666667,502,1009,1.0,34.43333333333333,0.9767666989351403
100,2,50,50,30,2,"21,49;20,50",30;30,30,30,1044309,50000,1,1,29,30,-1,0.9666666666666667,1.03448275862069,26,3,1.666666666666667,1.333333333333333,0,26,1.0,0.9666666666666667,0.896551724137931
100,2,50,50,30,2,"21,49;20,50",30;30,30,30,1044310,50000,1,1,357,30,327,11.9,0.08403361344537816,343,14,1.142857142857143,1.071428571428571,164,343,1.0,11.9,0.9607843137254902
100,2,50,50,40,3,"11,49;10,50",40;40,40,40,1044401,50000,1,1,52,40,12,1.3,0.7692307692307693,36,16,0.3125,0.25,7,36,1.0,1.3,0.6923076923076923
100,2,50,50,40,3,"11,49;10,50",40;40,40,40,1044402,50000,1,1,917,40,877,22.925,0.04362050163576881,897,20,1.1,1.05,439,897,1.0,22.925,0.9781897491821155
100,2,50,50,40,3,"11,49;10,50",40;40,40,40,1044403,50000,1,1,52,40,12,1.3,0.7692307692307693,36,16,0.3125,0.25,7,36,1.0,1.3,0.6923076923076923
100,2,50,50,40,3,"11,49;10,50",40;40,40,40,1044404,50000,1,1,61,40,21,1.525,0.6557377049180327,36,25,0.2,0.16,11,36,1.0,1.525,0.5901639344262295
100,2,50,50,40,3,"11,49;10,50",40;40,40,40,1044405,50000,1,1,52,40,12,1.3,0.7692307692307693,36,16,0.3125,0.25,7,36,1.0,1.3,0.6923076923076923
100,2,50,50,40,3,"11,49;10,50",40;40,40,40,1044406,50000,1,1,52,40,12,1.3,0.7692307692307693,36,16,0.3125,0.25,7,36,1.0,1.3,0.6923076923076923
100,2,50,50,40,3,"11,49;10,50",40;40,40,40,1044407,50000,1,1,547,40,507,13.675,0.07312614259597806,526,21,1.095238095238095,1.047619047619048,254,526,1.0,13.675,0.9616087751371115
100,2,50,50,40,3,"11,49;10,50",40;40,40,40,1044408,50000,1,1,433,40,393,10.825,0.09237875288683603,417,16,1.125,1.0625,197,417,1.0,10.825,0.9630484988452656
100,2,50,50,40,3,"11,49;10,50",40;40,40,40,1044409,50000,1,1,61,40,21,1.525,0.6557377049180327,36,25,0.2,0.16,11,36,1.0,1.525,0.5901639344262295
100,2,50,50,40,3,"11,49;10,50",40;40,40,40,1044410,50000,1,1,235,40,195,5.875,0.1702127659574468,224,11,1.181818181818182,1.090909090909091,98,224,1.0,5.875,0.9531914893617022
100,2,50,50,50,4,"1,49;0,50",50;50,50,50,1044501,50000,1,1,49,50,-1,0.98,1.020408163265306,44,5,1.4,1.2,0,44,1.0,0.98,0.8979591836734694
100,2,50,50,50,4,"1,49;0,50",50;50,50,50,1044502,50000,1,1,49,50,-1,0.98,1.020408163265306,44,5,1.4,1.2,0,44,1.0,0.98,0.8979591836734694
100,2,50,50,50,4,"1,49;0,50",50;50,50,50,1044503,50000,1,2,245,50,195,4.9,0.2040816326530612,235,10,1.2,1.1,98,235,1.0,4.9,0.9591836734693877
100,2,50,50,50,4,"1,49;0,50",50;50,50,50,1044504,50000,1,1,245,50,195,4.9,0.2040816326530612,234,11,1.181818181818182,1.090909090909091,98,234,1.0,4.9,0.9551020408163265
100,2,50,50,50,4,"1,49;0,50",50;50,50,50,1044505,50000,1,1,49,50,-1,0.98,1.020408163265306,44,5,1.4,1.2,0,44,1.0,0.98,0.8979591836734694
100,2,50,50,50,4,"1,49;0,50",50;50,50,50,1044506,50000,1,1,49,50,-1,0.98,1.020408163265306,44,5,1.4,1.2,0,44,1.0,0.98,0.8979591836734694
100,2,50,50,50,4,"1,49;0,50",50;50,50,50,1044507,50000,1,1,49,50,-1,0.98,1.020408163265306,44,5,1.4,1.2,0,44,1.0,0.98,0.8979591836734694
100,2,50,50,50,4,"1,49;0,50",50;50,50,50,1044508,50000,1,1,245,50,195,4.9,0.2040816326530612,234,11,1.181818181818182,1.090909090909091,98,234,1.0,4.9,0.9551020408163265
100,2,50,50,50,4,"1,49;0,50",50;50,50,50,1044509,50000,1,1,49,50,-1,0.98,1.020408163265306,44,5,1.4,1.2,0,44,1.0,0.98,0.8979591836734694
100,2,50,50,50,4,"1,49;0,50",50;50,50,50,1044510,50000,1,1,49,50,-1,0.98,1.020408163265306,44,5,1.4,1.2,0,44,1.0,0.98,0.8979591836734694
100,3,50,50,20,1,"31,49;70,50;30,50",20;20;20,20,20,1045201,50000,1,1,117,20,97,5.85,0.1709401709401709,111,6,1.333333333333333,1.166666666666667,49,111,1.0,5.85,0.9487179487179487
100,3,50,50,20,1,"31,49;70,50;30,50",20;20;20,20,20,1045202,50000,1,1,19,20,-1,0.95,1.052631578947368,16,3,1.666666666666667,1.333333333333333,0,16,1.0,0.95,0.8421052631578947
100,3,50,50,20,1,"31,49;70,50;30,50",20;20;20,20,20,1045203,50000,1,2,19,20,-1,0.95,1.052631578947368,17,2,2.0,1.5,0,17,1.0,0.95,0.8947368421052632
100,3,50,50,20,1,"31,49;70,50;30,50",20;20;20,20,20,1045204,50000,1,2,781,20,761,39.05,0.02560819462227913,743,38,1.052631578947368,1.026315789473684,381,743,1.0,39.05,0.9513444302176697
100,3,50,50,20,1,"31,49;70,50;30,50",20;20;20,20,20,1045205,50000,1,1,19,20,-1,0.95,1.052631578947368,16,3,1.666666666666667,1.333333333333333,0,16,1.0,0.95,0.8421052631578947
100,3,50,50,20,1,"31,49;70,50;30,50",20;20;20,20,20,1045206,50000,1,1,19,20,-1,0.95,1.052631578947368,16,3,1.666666666666667,1.333333333333333,0,16,1.0,0.95,0.8421052631578947
100,3,50,50,20,1,"31,49;70,50;30,50",20;20;20,20,20,1045207,50000,1,3,215,20,195,10.75,0.09302325581395349,203,12,1.166666666666667,1.083333333333333,98,203,1.0,10.75,0.9441860465116279
100,3,50,50,20,1,"31,49;70,50;30,50",20;20;20,20,20,1045208,50000,1,1,19,20,-1,0.95,1.052631578947368,16,3,1.666666666666667,1.333333333333333,0,16,1.0,0.95,0.8421052631578947
100,3,50,50,20,1,"31,49;70,50;30,50",20;20;20,20,20,1045209,50000,1,3,215,20,195,10.75,0.09302325581395349,203,12,1.166666666666667,1.083333333333333,98,203,1.0,10.75,0.9441860465116279
100,3,50,50,20,1,"31,49;70,50;30,50",20;20;20,20,20,1045210,50000,1,1,19,20,-1,0.95,1.052631578947368,16,3,1.666666666666667,1.333333333333333,0,16,1.0,0.95,0.8421052631578947
100,3,50,50,30,2,"21,49;80,50;20,50",30;30;30,30,30,1045301,50000,1,2,801,30,771,26.7,0.03745318352059925,731,70,0.4571428571428571,0.4428571428571428,386,731,1.0,26.7,0.9126092384519351
100,3,50,50,30,2,"21,49;80,50;20,50",30;30;30,30,30,1045302,50000,1,1,29,30,-1,0.9666666666666667,1.03448275862069,26,3,1.666666666666667,1.333333333333333,0,26,1.0,0.9666666666666667,0.896551724137931
100,3,50,50,30,2,"21,49;80,50;20,50",30;30;30,30,30,1045303,50000,1,1,29,30,-1,0.9666666666666667,1.03448275862069,26,3,1.666666666666667,1.333333333333333,0,26,1.0,0.9666666666666667,0.896551724137931
100,3,50,50,30,2,"21,49;80,50;20,50",30;30;30,30,30,1045304,50000,1,1,29,30,-1,0.9666666666666667,1.03448275862069,26,3,1.666666666666667,1.333333333333333,0,26,1.0,0.9666666666666667,0.896551724137931
100,3,50,50,30,2,"21,49;80,50;20,50",30;30;30,30,30,1045305,50000,1,1,29,30,-1,0.9666666666666667,1.03448275862069,26,3,1.666666666666667,1.333333333333333,0,26,1.0,0.9666666666666667,0.896551724137931
100,3,50,50,30,2,"21,49;80,50;20,50",30;30;30,30,30,1045306,50000,1,1,127,30,97,4.233333333333333,0.2362204724409449,121,6,1.333333333333333,1.166666666666667,49,121,1.0,4.233333333333333,0.952755905511811
100,3,50,50,30,2,"21,49;80,50;20,50",30;30;30,30,30,1045307,50000,1,2,183,30,153,6.1,0.1639344262295082,175,8,1.25,1.125,77,175,1.0,6.1,0.9562841530054644
100,3,50,50,30,2,"21,49;80,50;20,50",30;30;30,30,30,1045308,50000,1,1,29,30,-1,0.9666666666666667,1.03448275862069,26,3,1.666666666666667,1.333333333333333,0,26,1.0,0.9666666666666667,0.896551724137931
100,3,50,50,30,2,"21,49;80,50;20,50",30;30;30,30,30,1045309,50000,1,1,29,30,-1,0.9666666666666667,1.03448275862069,26,3,1.666666666666667,1.333333333333333,0,26,1.0,0.9666666666666667,0.896551724137931
100,3,50,50,30,2,"21,49;80,50;20,50",30;30;30,30,30,1045310,50000,1,1,225,30,195,7.5,0.1333333333333333,213,12,1.166666666666667,1.083333333333333,98,213,1.0,7.5,0.9466666666666667
100,3,50,50,40,3,"11,49;90,50;10,50",40;40;40,40,40,1045401,50000,1,2,39,40,-1,0.975,1.025641025641026,35,4,1.5,1.25,0,35,1.0,0.975,0.8974358974358975
100,3,50,50,40,3,"11,49;90,50;10,50",40;40;40,40,40,1045402,50000,1,2,1253,40,1213,31.325,0.03192338387869114,1205,48,1.041666666666667,1.020833333333333,607,1205,1.0,31.325,0.9616919393455706
100,3,50,50,40,3,"11,49;90,50;10,50",40;40;40,40,40,1045403,50000,1,1,61,40,21,1.525,0.6557377049180327,36,25,0.2,0.16,11,36,1.0,1.525,0.5901639344262295
100,3,50,50,40,3,"11,49;90,50;10,50",40;40;40,40,40,1045404,50000,1,2,39,40,-1,0.975,1.025641025641026,35,4,1.5,1.25,0,35,1.0,0.975,0.8974358974358975
100,3,50,50,40,3,"11,49;90,50;10,50",40;40;40,40,40,1045405,50000,1,1,61,40,21,1.525,0.6557377049180327,36,25,0.2,0.16,11,36,1.0,1.525,0.5901639344262295
100,3,50,50,40,3,"11,49;90,50;10,50",40;40;40,40,40,1045406,50000,1,2,427,40,387,10.675,0.0936768149882904,411,16,1.125,1.0625,194,411,1.0,10.675,0.9625292740046838
100,3,50,50,40,3,"11,49;90,50;10,50",40;40;40,40,40,1045407,50000,1,3,235,40,195,5.875,0.1702127659574468,223,12,1.166666666666667,1.083333333333333,98,223,1.0,5.875,0.948936170212766
100,3,50,50,40,3,"11,49;90,50;10,50",40;40;40,40,40,1045408,50000,1,1,155,40,115,3.875,0.2580645161290323,141,14,1.142857142857143,1.071428571428571,58,141,1.0,3.875,0.9096774193548387
100,3,50,50,40,3,"11,49;90,50;10,50",40;40;40,40,40,1045409,50000,1,1,61,40,21,1.525,0.6557377049180327,36,25,0.2,0.16,11,36,1.0,1.525,0.5901639344262295
100,3,50,50,40,3,"11,49;90,50;10,50",40;40;40,40,40,1045410,50000,1,2,1387,40,1347,34.675,0.02883922134102379,1335,52,1.038461538461539,1.019230769230769,674,1335,1.0,34.675,0.9625090122566691
100,3,50,50,50,4,"1,49;99,49;0,50",50;50;50,50,50,1045501,50000,1,1,49,50,-1,0.98,1.020408163265306,44,5,1.4,1.2,0,44,1.0,0.98,0.8979591836734694
100,3,50,50,50,4,"1,49;99,49;0,50",50;50;50,50,50,1045502,50000,1,2,147,50,97,2.94,0.3401360544217687,138,9,1.222222222222222,1.111111111111111,49,138,1.0,2.94,0.9387755102040817
100,3,50,50,50,4,"1,49;99,49;0,50",50;50;50,50,50,1045503,50000,1,2,49,50,-1,0.98,1.020408163265306,44,5,1.4,1.2,0,44,1.0,0.98,0.8979591836734694
100,3,50,50,50,4,"1,49;99,49;0,50",50;50;50,50,50,1045504,50000,1,1,49,50,-1,0.98,1.020408163265306,44,5,1.4,1.2,0,44,1.0,0.98,0.8979591836734694
100,3,50,50,50,4,"1,49;99,49;0,50",50;50;50,50,50,1045505,50000,1,1,49,50,-1,0.98,1.020408163265306,44,5,1.4,1.2,0,44,1.0,0.98,0.8979591836734694
100,3,50,50,50,4,"1,49;99,49;0,50",50;50;50,50,50,1045506,50000,1,1,49,50,-1,0.98,1.020408163265306,44,5,1.4,1.2,0,44,1.0,0.98,0.8979591836734694
100,3,50,50,50,4,"1,49;99,49;0,50",50;50;50,50,50,1045507,50000,1,1,49,50,-1,0.98,1.020408163265306,44,5,1.4,1.2,0,44,1.0,0.98,0.8979591836734694
100,3,50,50,50,4,"1,49;99,49;0,50",50;50;50,50,50,1045508,50000,1,1,49,50,-1,0.98,1.020408163265306,44,5,1.4,1.2,0,44,1.0,0.98,0.8979591836734694
100,3,50,50,50,4,"1,49;99,49;0,50",50;50;50,50,50,1045509,50000,1,2,49,50,-1,0.98,1.020408163265306,44,5,1.4,1.2,0,44,1.0,0.98,0.8979591836734694
100,3,50,50,50,4,"1,49;99,49;0,50",50;50;50,50,50,1045510,50000,1,1,49,50,-1,0.98,1.020408163265306,44,5,1.4,1.2,0,44,1.0,0.98,0.8979591836734694
