grid_size,n_search_robots,requested_distance_shell,spawn_position_id,algorithm_seed,target_x,target_y,search_robot_id,search_start_x,search_start_y,initial_distance,time_to_attractive_detection,distance_at_detection,mode_switch_step,found,steps_to_target,time_from_detection_to_target,path_efficiency,post_detection_path_efficiency,convergence_rate,stagnation_count,post_detection_stagnation_count,final_distance
50,3,50,4,545504,25,25,1,0,1,49,43.0,7.0,43.0,1,48.0,5.0,1.0208333333333333,1.4,1.2,0,0,1
50,3,50,4,545504,25,25,2,1,0,49,,,,0,,,,,,23,0,48
50,3,50,4,545504,25,25,3,0,49,49,43.0,7.0,43.0,0,,,,,,0,0,2
50,3,50,4,545505,25,25,1,0,1,49,43.0,7.0,43.0,1,48.0,5.0,1.0208333333333333,1.4,1.2,0,0,1
50,3,50,4,545505,25,25,2,1,0,49,,,,0,,,,,,23,0,48
50,3,50,4,545505,25,25,3,0,49,49,43.0,7.0,43.0,0,,,,,,0,0,2
50,3,50,4,545506,25,25,1,0,1,49,,,,0,,,,,,44,0,41
50,3,50,4,545506,25,25,2,1,0,49,89.0,9.0,89.0,1,96.0,7.0,0.5104166666666666,1.2857142857142858,1.1428571428571428,24,0,1
50,3,50,4,545506,25,25,3,0,49,49,89.0,9.0,89.0,0,,,,,,24,0,2
50,3,50,4,545507,25,25,1,0,1,49,43.0,7.0,43.0,1,48.0,5.0,1.0208333333333333,1.4,1.2,0,0,1
50,3,50,4,545507,25,25,2,1,0,49,,,,0,,,,,,23,0,48
50,3,50,4,545507,25,25,3,0,49,49,43.0,7.0,43.0,0,,,,,,0,0,2
50,3,50,4,545508,25,25,1,0,1,49,,,,0,,,,,,46,0,45
50,3,50,4,545508,25,25,2,1,0,49,89.0,9.0,89.0,1,96.0,7.0,0.5104166666666666,1.2857142857142858,1.1428571428571428,24,0,1
50,3,50,4,545508,25,25,3,0,49,49,89.0,9.0,89.0,0,,,,,,24,0,2
50,3,50,4,545509,25,25,1,0,1,49,43.0,7.0,43.0,1,48.0,5.0,1.0208333333333333,1.4,1.2,0,0,1
50,3,50,4,545509,25,25,2,1,0,49,,,,0,,,,,,23,0,48
50,3,50,4,545509,25,25,3,0,49,49,43.0,7.0,43.0,0,,,,,,0,0,2
50,3,50,4,545510,25,25,1,0,1,49,43.0,7.0,43.0,1,48.0,5.0,1.0208333333333333,1.4,1.2,0,0,1
50,3,50,4,545510,25,25,2,1,0,49,,,,0,,,,,,23,0,48
50,3,50,4,545510,25,25,3,0,49,49,43.0,7.0,43.0,0,,,,,,0,0,2
100,1,20,1,1043201,50,50,1,31,49,20,16.0,5.0,16.0,1,19.0,3.0,1.0526315789473684,1.6666666666666667,1.3333333333333333,0,0,1
100,1,20,1,1043202,50,50,1,31,49,20,793.0,36.0,793.0,1,827.0,34.0,0.02418379685610641,1.0588235294117647,1.0294117647058822,404,0,1
100,1,20,1,1043203,50,50,1,31,49,20,793.0,36.0,793.0,1,827.0,34.0,0.02418379685610641,1.0588235294117647,1.0294117647058822,404,0,1
100,1,20,1,1043204,50,50,1,31,49,20,809.0,42.0,809.0,1,849.0,40.0,0.023557126030624265,1.05,1.025,415,0,1
100,1,20,1,1043205,50,50,1,31,49,20,16.0,5.0,16.0,1,19.0,3.0,1.0526315789473684,1.6666666666666667,1.3333333333333333,0,0,1
100,1,20,1,1043206,50,50,1,31,49,20,460.0,17.0,460.0,1,475.0,15.0,0.042105263157894736,1.1333333333333333,1.0666666666666667,228,0,1
100,1,20,1,1043207,50,50,1,31,49,20,16.0,5.0,16.0,1,19.0,3.0,1.0526315789473684,1.6666666666666667,1.3333333333333333,0,0,1
100,1,20,1,1043208,50,50,1,31,49,20,815.0,38.0,815.0,1,851.0,36.0,0.023501762632197415,1.0555555555555556,1.0277777777777777,416,0,1
100,1,20,1,1043209,50,50,1,31,49,20,16.0,5.0,16.0,1,19.0,3.0,1.0526315789473684,1.6666666666666667,1.3333333333333333,0,0,1
100,1,20,1,1043210,50,50,1,31,49,20,16.0,5.0,16.0,1,19.0,3.0,1.0526315789473684,1.6666666666666667,1.3333333333333333,0,0,1
100,1,30,2,1043301,50,50,1,21,49,30,1943.0,56.0,1943.0,1,1997.0,54.0,0.015022533800701052,1.037037037037037,1.0185185185185186,984,0,1
100,1,30,2,1043302,50,50,1,21,49,30,450.0,19.0,450.0,1,467.0,17.0,0.06423982869379015,1.1176470588235294,1.0588235294117647,219,0,1
100,1,30,2,1043303,50,50,1,21,49,30,26.0,5.0,26.0,1,29.0,3.0,1.0344827586206897,1.6666666666666667,1.3333333333333333,0,0,1
100,1,30,2,1043304,50,50,1,21,49,30,450.0,19.0,450.0,1,467.0,17.0,0.06423982869379015,1.1176470588235294,1.0588235294117647,219,0,1
100,1,30,2,1043305,50,50,1,21,49,30,1003.0,46.0,1003.0,1,1047.0,44.0,0.02865329512893983,1.0454545454545454,1.0227272727272727,509,0,1
100,1,30,2,1043306,50,50,1,21,49,30,26.0,5.0,26.0,1,29.0,3.0,1.0344827586206897,1.6666666666666667,1.3333333333333333,0,0,1
100,1,30,2,1043307,50,50,1,21,49,30,1008.0,41.0,1008.0,1,1047.0,39.0,0.02865329512893983,1.0512820512820513,1.0256410256410255,509,0,1
100,1,30,2,1043308,50,50,1,21,49,30,26.0,5.0,26.0,1,29.0,3.0,1.0344827586206897,1.6666666666666667,1.3333333333333333,0,0,1
100,1,30,2,1043309,50,50,1,21,49,30,1003.0,46.0,1003.0,1,1047.0,44.0,0.02865329512893983,1.0454545454545454,1.0227272727272727,509,0,1
100,1,30,2,1043310,50,50,1,21,49,30,450.0,17.0,450.0,1,465.0,15.0,0.06451612903225806,1.1333333333333333,1.0666666666666667,218,0,1
100,1,40,3,1043401,50,50,1,11,49,40,440.0,17.0,440.0,1,455.0,15.0,0.08791208791208792,1.1333333333333333,1.0666666666666667,208,0,1
100,1,40,3,1043402,50,50,1,11,49,40,440.0,17.0,440.0,1,455.0,15.0,0.08791208791208792,1.1333333333333333,1.0666666666666667,208,0,1
100,1,40,3,1043403,50,50,1,11,49,40,2222.0,65.0,2222.0,1,2285.0,63.0,0.0175054704595186,1.0317460317460319,1.0158730158730158,1123,0,1
100,1,40,3,1043404,50,50,1,11,49,40,36.0,5.0,36.0,1,52.0,16.0,0.7692307692307693,0.3125,0.25,7,7,1
100,1,40,3,1043405,50,50,1,11,49,40,36.0,5.0,36.0,1,52.0,16.0,0.7692307692307693,0.3125,0.25,7,7,1
100,1,40,3,1043406,50,50,1,11,49,40,1661.0,58.0,1661.0,1,1717.0,56.0,0.023296447291788,1.0357142857142858,1.0178571428571428,839,0,1
100,1,40,3,1043407,50,50,1,11,49,40,36.0,5.0,36.0,1,61.0,25.0,0.6557377049180327,0.2,0.16,11,11,1
100,1,40,3,1043408,50,50,1,11,49,40,2011.0,62.0,2011.0,1,2071.0,60.0,0.01931434089811685,1.0333333333333334,1.0166666666666666,1016,0,1
100,1,40,3,1043409,50,50,1,11,49,40,36.0,5.0,36.0,1,61.0,25.0,0.6557377049180327,0.2,0.16,11,11,1
100,1,40,3,1043410,50,50,1,11,49,40,1661.0,58.0,1661.0,1,1717.0,56.0,0.023296447291788,1.0357142857142858,1.0178571428571428,839,0,1
100,1,50,4,1043501,50,50,1,1,49,50,2081.0,64.0,2081.0,1,2143.0,62.0,0.02333177788147457,1.032258064516129,1.0161290322580645,1047,0,1
100,1,50,4,1043502,50,50,1,1,49,50,44.0,7.0,44.0,1,49.0,5.0,1.0204081632653061,1.4,1.2,0,0,1
100,1,50,4,1043503,50,50,1,1,49,50,1989.0,64.0,1989.0,1,2051.0,62.0,0.02437835202340322,1.032258064516129,1.0161290322580645,1001,0,1
100,1,50,4,1043504,50,50,1,1,49,50,2133.0,66.0,2133.0,1,2197.0,64.0,0.02275830678197542,1.03125,1.015625,1074,0,1
100,1,50,4,1043505,50,50,1,1,49,50,2107.0,66.0,2107.0,1,2171.0,64.0,0.023030861354214647,1.03125,1.015625,1061,0,1
100,1,50,4,1043506,50,50,1,1,49,50,44.0,7.0,44.0,1,49.0,5.0,1.0204081632653061,1.4,1.2,0,0,1
100,1,50,4,1043507,50,50,1,1,49,50,433.0,16.0,433.0,1,447.0,14.0,0.11185682326621924,1.1428571428571428,1.0714285714285714,199,0,1
100,1,50,4,1043508,50,50,1,1,49,50,433.0,18.0,433.0,1,449.0,16.0,0.111358574610245,1.125,1.0625,200,0,1
100,1,50,4,1043509,50,50,1,1,49,50,1991.0,64.0,1991.0,1,2053.0,62.0,0.024354603019970774,1.032258064516129,1.0161290322580645,1002,0,1
100,1,50,4,1043510,50,50,1,1,49,50,433.0,16.0,433.0,1,447.0,14.0,0.11185682326621924,1.1428571428571428,1.0714285714285714,199,0,1
100,2,20,1,1044201,50,50,1,31,49,20,16.0,5.0,16.0,1,19.0,3.0,1.0526315789473684,1.6666666666666667,1.3333333333333333,0,0,1
100,2,20,1,1044201,50,50,2,30,50,20,,,,0,,,,,,18,0,38
100,2,20,1,1044202,50,50,1,31,49,20,16.0,5.0,16.0,1,19.0,3.0,1.0526315789473684,1.6666666666666667,1.3333333333333333,0,0,1
100,2,20,1,1044202,50,50,2,30,50,20,,,,0,,,,,,18,0,38
100,2,20,1,1044203,50,50,1,31,49,20,,,,0,,,,,,319,0,47
100,2,20,1,1044203,50,50,2,30,50,20,593.0,20.0,593.0,1,611.0,18.0,0.03273322422258593,1.1111111111111112,1.0555555555555556,296,0,1
100,2,20,1,1044204,50,50,1,31,49,20,16.0,5.0,16.0,1,19.0,3.0,1.0526315789473684,1.6666666666666667,1.3333333333333333,0,0,1
100,2,20,1,1044204,50,50,2,30,50,20,,,,0,,,,,,18,0,38
100,2,20,1,1044205,50,50,1,31,49,20,16.0,5.0,16.0,1,19.0,3.0,1.0526315789473684,1.6666666666666667,1.3333333333333333,0,0,1
100,2,20,1,1044205,50,50,2,30,50,20,,,,0,,,,,,18,0,38
100,2,20,1,1044206,50,50,1,31,49,20,16.0,5.0,16.0,1,19.0,3.0,1.0526315789473684,1.6666666666666667,1.3333333333333333,0,0,1
100,2,20,1,1044206,50,50,2,30,50,20,,,,0,,,,,,18,0,38
100,2,20,1,1044207,50,50,1,31,49,20,16.0,5.0,16.0,1,19.0,3.0,1.0526315789473684,1.6666666666666667,1.3333333333333333,0,0,1
100,2,20,1,1044207,50,50,2,30,50,20,,,,0,,,,,,18,0,38
100,2,20,1,1044208,50,50,1,31,49,20,675.0,20.0,675.0,1,693.0,18.0,0.02886002886002886,1.1111111111111112,1.0555555555555556,337,0,1
100,2,20,1,1044208,50,50,2,30,50,20,,,,0,,,,,,358,0,44
100,2,20,1,1044209,50,50,1,31,49,20,337.0,14.0,337.0,1,349.0,12.0,0.05730659025787966,1.1666666666666667,1.0833333333333333,165,0,1
100,2,20,1,1044209,50,50,2,30,50,20,,,,0,,,,,,202,0,76
100,2,20,1,1044210,50,50,1,31,49,20,16.0,5.0,16.0,1,19.0,3.0,1.0526315789473684,1.6666666666666667,1.3333333333333333,0,0,1
100,2,20,1,1044210,50,50,2,30,50,20,,,,0,,,,,,18,0,38
100,2,30,2,1044301,50,50,1,21,49,30,26.0,5.0,26.0,1,29.0,3.0,1.0344827586206897,1.6666666666666667,1.3333333333333333,0,0,1
100,2,30,2,1044301,50,50,2,20,50,30,,,,0,,,,,,28,0,58
100,2,30,2,1044302,50,50,1,21,49,30,26.0,5.0,26.0,1,29.0,3.0,1.0344827586206897,1.6666666666666667,1.3333333333333333,0,0,1
100,2,30,2,1044302,50,50,2,20,50,30,,,,0,,,,,,28,0,58
100,2,30,2,1044303,50,50,1,21,49,30,1273.0,50.0,1273.0,1,1321.0,48.0,0.022710068130204392,1.0416666666666667,1.0208333333333333,646,0,1
100,2,30,2,1044303,50,50,2,20,50,30,,,,0,,,,,,672,0,54
100,2,30,2,1044304,50,50,1,21,49,30,26.0,5.0,26.0,1,29.0,3.0,1.0344827586206897,1.6666666666666667,1.3333333333333333,0,0,1
100,2,30,2,1044304,50,50,2,20,50,30,,,,0,,,,,,28,0,58
100,2,30,2,1044305,50,50,1,21,49,30,367.0,14.0,367.0,1,379.0,12.0,0.079155672823219,1.1666666666666667,1.0833333333333333,175,0,1
100,2,30,2,1044305,50,50,2,20,50,30,,,,0,,,,,,200,0,52
100,2,30,2,1044306,50,50,1,21,49,30,367.0,14.0,367.0,1,379.0,12.0,0.079155672823219,1.1666666666666667,1.0833333333333333,175,0,1
100,2,30,2,1044306,50,50,2,20,50,30,,,,0,,,,,,200,0,52
100,2,30,2,1044307,50,50,1,21,49,30,214.0,13.0,214.0,1,225.0,11.0,0.13333333333333333,1.1818181818181819,1.0909090909090908,98,0,1
100,2,30,2,1044307,50,50,2,20,50,30,214.0,13.0,214.0,0,,,,,,98,0,2
100,2,30,2,1044308,50,50,1,21,49,30,,,,0,,,,,,524,0,45
100,2,30,2,1044308,50,50,2,20,50,30,1009.0,26.0,1009.0,1,1033.0,24.0,0.02904162633107454,1.0833333333333333,1.0416666666666667,502,0,1
100,2,30,2,1044309,50,50,1,21,49,30,26.0,5.0,26.0,1,29.0,3.0,1.0344827586206897,1.6666666666666667,1.3333333333333333,0,0,1
100,2,30,2,1044309,50,50,2,20,50,30,,,,0,,,,,,28,0,58
100,2,30,2,1044310,50,50,1,21,49,30,343.0,16.0,343.0,1,357.0,14.0,0.08403361344537816,1.1428571428571428,1.0714285714285714,164,0,1
100,2,30,2,1044310,50,50,2,20,50,30,,,,0,,,,,,191,0,56
100,2,40,3,1044401,50,50,1,11,49,40,36.0,5.0,36.0,1,52.0,16.0,0.7692307692307693,0.3125,0.25,7,7,1
100,2,40,3,1044401,50,50,2,10,50,40,,,,0,,,,,,51,0,91
100,2,40,3,1044402,50,50,1,11,49,40,897.0,22.0,897.0,1,917.0,20.0,0.04362050163576881,1.1,1.05,439,0,1
100,2,40,3,1044402,50,50,2,10,50,40,,,,0,,,,,,474,0,72
100,2,40,3,1044403,50,50,1,11,49,40,36.0,5.0,36.0,1,52.0,16.0,0.7692307692307693,0.3125,0.25,7,7,1
100,2,40,3,1044403,50,50,2,10,50,40,,,,0,,,,,,49,0,87
100,2,40,3,1044404,50,50,1,11,49,40,36.0,5.0,36.0,1,61.0,25.0,0.6557377049180327,0.2,0.16,11,11,1
100,2,40,3,1044404,50,50,2,10,50,40,,,,0,,,,,,60,0,100
100,2,40,3,1044405,50,50,1,11,49,40,36.0,5.0,36.0,1,52.0,16.0,0.7692307692307693,0.3125,0.25,7,7,1
100,2,40,3,1044405,50,50,2,10,50,40,,,,0,,,,,,49,0,87
100,2,40,3,1044406,50,50,1,11,49,40,36.0,5.0,36.0,1,52.0,16.0,0.7692307692307693,0.3125,0.25,7,7,1
100,2,40,3,1044406,50,50,2,10,50,40,,,,0,,,,,,49,0,87
100,2,40,3,1044407,50,50,1,11,49,40,526.0,23.0,526.0,1,547.0,21.0,0.07312614259597806,1.0952380952380953,1.0476190476190477,254,0,1
100,2,40,3,1044407,50,50,2,10,50,40,,,,0,,,,,,299,0,92
100,2,40,3,1044408,50,50,1,11,49,40,417.0,18.0,417.0,1,433.0,16.0,0.09237875288683603,1.125,1.0625,197,0,1
100,2,40,3,1044408,50,50,2,10,50,40,,,,0,,,,,,241,0,90
100,2,40,3,1044409,50,50,1,11,49,40,36.0,5.0,36.0,1,61.0,25.0,0.6557377049180327,0.2,0.16,11,11,1
100,2,40,3,1044409,50,50,2,10,50,40,,,,0,,,,,,59,0,98
100,2,40,3,1044410,50,50,1,11,49,40,224.0,13.0,224.0,1,235.0,11.0,0.1702127659574468,1.1818181818181819,1.0909090909090908,98,0,1
100,2,40,3,1044410,50,50,2,10,50,40,224.0,13.0,224.0,0,,,,,,98,0,2
100,2,50,4,1044501,50,50,1,1,49,50,44.0,7.0,44.0,1,49.0,5.0,1.0204081632653061,1.4,1.2,0,0,1
100,2,50,4,1044501,50,50,2,0,50,50,,,,0,,,,,,48,0,98
100,2,50,4,1044502,50,50,1,1,49,50,44.0,7.0,44.0,1,49.0,5.0,1.0204081632653061,1.4,1.2,0,0,1
100,2,50,4,1044502,50,50,2,0,50,50,,,,0,,,,,,48,0,98
100,2,50,4,1044503,50,50,1,1,49,50,235.0,14.0,235.0,0,,,,,,99,0,3
100,2,50,4,1044503,50,50,2,0,50,50,235.0,12.0,235.0,1,245.0,10.0,0.20408163265306123,1.2,1.1,98,0,1
100,2,50,4,1044504,50,50,1,1,49,50,234.0,13.0,234.0,1,245.0,11.0,0.20408163265306123,1.1818181818181819,1.0909090909090908,98,0,1
100,2,50,4,1044504,50,50,2,0,50,50,234.0,13.0,234.0,0,,,,,,98,0,2
100,2,50,4,1044505,50,50,1,1,49,50,44.0,7.0,44.0,1,49.0,5.0,1.0204081632653061,1.4,1.2,0,0,1
100,2,50,4,1044505,50,50,2,0,50,50,,,,0,,,,,,48,0,98
100,2,50,4,1044506,50,50,1,1,49,50,44.0,7.0,44.0,1,49.0,5.0,1.0204081632653061,1.4,1.2,0,0,1
100,2,50,4,1044506,50,50,2,0,50,50,,,,0,,,,,,48,0,98
100,2,50,4,1044507,50,50,1,1,49,50,44.0,7.0,44.0,1,49.0,5.0,1.0204081632653061,1.4,1.2,0,0,1
100,2,50,4,1044507,50,50,2,0,50,50,,,,0,,,,,,48,0,98
100,2,50,4,1044508,50,50,1,1,49,50,234.0,13.0,234.0,1,245.0,11.0,0.20408163265306123,1.1818181818181819,1.0909090909090908,98,0,1
100,2,50,4,1044508,50,50,2,0,50,50,234.0,13.0,234.0,0,,,,,,98,0,2
100,2,50,4,1044509,50,50,1,1,49,50,44.0,7.0,44.0,1,49.0,5.0,1.0204081632653061,1.4,1.2,0,0,1
100,2,50,4,1044509,50,50,2,0,50,50,,,,0,,,,,,48,0,98
100,2,50,4,1044510,50,50,1,1,49,50,44.0,7.0,44.0,1,49.0,5.0,1.0204081632653061,1.4,1.2,0,0,1
100,2,50,4,1044510,50,50,2,0,50,50,,,,0,,,,,,48,0,98
100,3,20,1,1045201,50,50,1,31,49,20,111.0,8.0,111.0,1,117.0,6.0,0.17094017094017094,1.3333333333333333,1.1666666666666667,49,0,1
100,3,20,1,1045201,50,50,2,70,50,20,111.0,10.0,111.0,0,,,,,,50,0,4
100,3,20,1,1045201,50,50,3,30,50,20,,,,0,,,,,,79,0,62
100,3,20,1,1045202,50,50,1,31,49,20,16.0,5.0,16.0,1,19.0,3.0,1.0526315789473684,1.6666666666666667,1.3333333333333333,0,0,1
100,3,20,1,1045202,50,50,2,70,50,20,,,,0,,,,,,18,0,38
100,3,20,1,1045202,50,50,3,30,50,20,,,,0,,,,,,18,0,38
100,3,20,1,1045203,50,50,1,31,49,20,,,,0,,,,,,19,0,39
100,3,20,1,1045203,50,50,2,70,50,20,17.0,4.0,17.0,1,19.0,2.0,1.0526315789473684,2.0,1.5,0,0,1
100,3,20,1,1045203,50,50,3,30,50,20,,,,0,,,,,,18,0,38
100,3,20,1,1045204,50,50,1,31,49,20,,,,0,,,,,,402,0,43
100,3,20,1,1045204,50,50,2,70,50,20,743.0,40.0,743.0,1,781.0,38.0,0.02560819462227913,1.0526315789473684,1.0263157894736843,381,0,1
100,3,20,1,1045204,50,50,3,30,50,20,,,,0,,,,,,405,0,50
100,3,20,1,1045205,50,50,1,31,49,20,16.0,5.0,16.0,1,19.0,3.0,1.0526315789473684,1.6666666666666667,1.3333333333333333,0,0,1
100,3,20,1,1045205,50,50,2,70,50,20,,,,0,,,,,,18,0,38
100,3,20,1,1045205,50,50,3,30,50,20,,,,0,,,,,,18,0,38
100,3,20,1,1045206,50,50,1,31,49,20,16.0,5.0,16.0,1,19.0,3.0,1.0526315789473684,1.6666666666666667,1.3333333333333333,0,0,1
100,3,20,1,1045206,50,50,2,70,50,20,,,,0,,,,,,18,0,38
100,3,20,1,1045206,50,50,3,30,50,20,,,,0,,,,,,18,0,38
100,3,20,1,1045207,50,50,1,31,49,20,,,,0,,,,,,129,0,63
100,3,20,1,1045207,50,50,2,70,50,20,,,,0,,,,,,116,0,37
100,3,20,1,1045207,50,50,3,30,50,20,203.0,14.0,203.0,1,215.0,12.0,0.09302325581395349,1.1666666666666667,1.0833333333333333,98,0,1
100,3,20,1,1045208,50,50,1,31,49,20,16.0,5.0,16.0,1,19.0,3.0,1.0526315789473684,1.6666666666666667,1.3333333333333333,0,0,1
100,3,20,1,1045208,50,50,2,70,50,20,,,,0,,,,,,18,0,38
100,3,20,1,1045208,50,50,3,30,50,20,,,,0,,,,,,18,0,38
100,3,20,1,1045209,50,50,1,31,49,20,,,,0,,,,,,129,0,63
100,3,20,1,1045209,50,50,2,70,50,20,,,,0,,,,,,116,0,37
100,3,20,1,1045209,50,50,3,30,50,20,203.0,14.0,203.0,1,215.0,12.0,0.09302325581395349,1.1666666666666667,1.0833333333333333,98,0,1
100,3,20,1,1045210,50,50,1,31,49,20,16.0,5.0,16.0,1,19.0,3.0,1.0526315789473684,1.6666666666666667,1.3333333333333333,0,0,1
100,3,20,1,1045210,50,50,2,70,50,20,17.0,4.0,17.0,0,,,,,,0,0,2
100,3,20,1,1045210,50,50,3,30,50,20,,,,0,,,,,,18,0,38
100,3,30,2,1045301,50,50,1,21,49,30,,,,0,,,,,,426,0,81
100,3,30,2,1045301,50,50,2,80,50,30,731.0,32.0,731.0,1,801.0,70.0,0.03745318352059925,0.45714285714285713,0.44285714285714284,386,20,1
100,3,30,2,1045301,50,50,3,20,50,30,,,,0,,,,,,422,0,74
100,3,30,2,1045302,50,50,1,21,49,30,26.0,5.0,26.0,1,29.0,3.0,1.0344827586206897,1.6666666666666667,1.3333333333333333,0,0,1
100,3,30,2,1045302,50,50,2,80,50,30,25.0,6.0,25.0,0,,,,,,0,0,2
100,3,30,2,1045302,50,50,3,20,50,30,,,,0,,,,,,28,0,58
100,3,30,2,1045303,50,50,1,21,49,30,26.0,5.0,26.0,1,29.0,3.0,1.0344827586206897,1.6666666666666667,1.3333333333333333,0,0,1
100,3,30,2,1045303,50,50,2,80,50,30,,,,0,,,,,,28,0,58
100,3,30,2,1045303,50,50,3,20,50,30,,,,0,,,,,,28,0,58
100,3,30,2,1045304,50,50,1,21,49,30,26.0,5.0,26.0,1,29.0,3.0,1.0344827586206897,1.6666666666666667,1.3333333333333333,0,0,1
100,3,30,2,1045304,50,50,2,80,50,30,,,,0,,,,,,28,0,58
100,3,30,2,1045304,50,50,3,20,50,30,,,,0,,,,,,28,0,58
100,3,30,2,1045305,50,50,1,21,49,30,26.0,5.0,26.0,1,29.0,3.0,1.0344827586206897,1.6666666666666667,1.3333333333333333,0,0,1
100,3,30,2,1045305,50,50,2,80,50,30,,,,0,,,,,,28,0,58
100,3,30,2,1045305,50,50,3,20,50,30,,,,0,,,,,,28,0,58
100,3,30,2,1045306,50,50,1,21,49,30,121.0,8.0,121.0,1,127.0,6.0,0.23622047244094488,1.3333333333333333,1.1666666666666667,49,0,1
100,3,30,2,1045306,50,50,2,80,50,30,121.0,10.0,121.0,0,,,,,,50,0,4
100,3,30,2,1045306,50,50,3,20,50,30,,,,0,,,,,,76,0,56
100,3,30,2,1045307,50,50,1,21,49,30,,,,0,,,,,,104,0,55
100,3,30,2,1045307,50,50,2,80,50,30,175.0,10.0,175.0,1,183.0,8.0,0.16393442622950818,1.25,1.125,77,0,1
100,3,30,2,1045307,50,50,3,20,50,30,,,,0,,,,,,119,0,86
100,3,30,2,1045308,50,50,1,21,49,30,26.0,5.0,26.0,1,29.0,3.0,1.0344827586206897,1.6666666666666667,1.3333333333333333,0,0,1
100,3,30,2,1045308,50,50,2,80,50,30,,,,0,,,,,,28,0,58
100,3,30,2,1045308,50,50,3,20,50,30,,,,0,,,,,,28,0,58
100,3,30,2,1045309,50,50,1,21,49,30,26.0,5.0,26.0,1,29.0,3.0,1.0344827586206897,1.6666666666666667,1.3333333333333333,0,0,1
100,3,30,2,1045309,50,50,2,80,50,30,,,,0,,,,,,28,0,58
100,3,30,2,1045309,50,50,3,20,50,30,,,,0,,,,,,28,0,58
100,3,30,2,1045310,50,50,1,21,49,30,213.0,14.0,213.0,1,225.0,12.0,0.13333333333333333,1.1666666666666667,1.0833333333333333,98,0,1
100,3,30,2,1045310,50,50,2,80,50,30,,,,0,,,,,,118,0,42
100,3,30,2,1045310,50,50,3,20,50,30,,,,0,,,,,,131,0,68
100,3,40,3,1045401,50,50,1,11,49,40,36.0,5.0,36.0,0,,,,,,4,4,9
100,3,40,3,1045401,50,50,2,90,50,40,35.0,6.0,35.0,1,39.0,4.0,1.0256410256410255,1.5,1.25,0,0,1
100,3,40,3,1045401,50,50,3,10,50,40,,,,0,,,,,,38,0,78
100,3,40,3,1045402,50,50,1,11,49,40,,,,0,,,,,,649,0,85
100,3,40,3,1045402,50,50,2,90,50,40,1205.0,50.0,1205.0,1,1253.0,48.0,0.03192338387869114,1.0416666666666667,1.0208333333333333,607,0,1
100,3,40,3,1045402,50,50,3,10,50,40,,,,0,,,,,,630,0,48
100,3,40,3,1045403,50,50,1,11,49,40,36.0,5.0,36.0,1,61.0,25.0,0.6557377049180327,0.2,0.16,11,11,1
100,3,40,3,1045403,50,50,2,90,50,40,,,,0,,,,,,58,0,96
100,3,40,3,1045403,50,50,3,10,50,40,,,,0,,,,,,49,0,78
100,3,40,3,1045404,50,50,1,11,49,40,36.0,5.0,36.0,0,,,,,,4,4,9
100,3,40,3,1045404,50,50,2,90,50,40,35.0,6.0,35.0,1,39.0,4.0,1.0256410256410255,1.5,1.25,0,0,1
100,3,40,3,1045404,50,50,3,10,50,40,,,,0,,,,,,38,0,78
100,3,40,3,1045405,50,50,1,11,49,40,36.0,5.0,36.0,1,61.0,25.0,0.6557377049180327,0.2,0.16,11,11,1
100,3,40,3,1045405,50,50,2,90,50,40,,,,0,,,,,,58,0,96
100,3,40,3,1045405,50,50,3,10,50,40,,,,0,,,,,,49,0,78
100,3,40,3,1045406,50,50,1,11,49,40,,,,0,,,,,,243,0,99
100,3,40,3,1045406,50,50,2,90,50,40,411.0,18.0,411.0,1,427.0,16.0,0.0936768149882904,1.125,1.0625,194,0,1
100,3,40,3,1045406,50,50,3,10,50,40,,,,0,,,,,,223,0,60
100,3,40,3,1045407,50,50,1,11,49,40,,,,0,,,,,,128,0,61
100,3,40,3,1045407,50,50,2,90,50,40,,,,0,,,,,,136,0,77
100,3,40,3,1045407,50,50,3,10,50,40,223.0,14.0,223.0,1,235.0,12.0,0.1702127659574468,1.1666666666666667,1.0833333333333333,98,0,1
100,3,40,3,1045408,50,50,1,11,49,40,141.0,16.0,141.0,1,155.0,14.0,0.25806451612903225,1.1428571428571428,1.0714285714285714,58,0,1
100,3,40,3,1045408,50,50,2,90,50,40,,,,0,,,,,,66,0,18
100,3,40,3,1045408,50,50,3,10,50,40,,,,0,,,,,,104,0,94
100,3,40,3,1045409,50,50,1,11,49,40,36.0,5.0,36.0,1,61.0,25.0,0.6557377049180327,0.2,0.16,11,11,1
100,3,40,3,1045409,50,50,2,90,50,40,,,,0,,,,,,50,0,80
100,3,40,3,1045409,50,50,3,10,50,40,,,,0,,,,,,49,0,78
100,3,40,3,1045410,50,50,1,11,49,40,,,,0,,,,,,701,0,55
100,3,40,3,1045410,50,50,2,90,50,40,1335.0,54.0,1335.0,1,1387.0,52.0,0.02883922134102379,1.0384615384615385,1.0192307692307692,674,0,1
100,3,40,3,1045410,50,50,3,10,50,40,,,,0,,,,,,715,0,84
100,3,50,4,1045501,50,50,1,1,49,50,44.0,7.0,44.0,1,49.0,5.0,1.0204081632653061,1.4,1.2,0,0,1
100,3,50,4,1045501,50,50,2,99,49,50,,,,0,,,,,,48,0,98
100,3,50,4,1045501,50,50,3,0,50,50,,,,0,,,,,,48,0,98
100,3,50,4,1045502,50,50,1,1,49,50,,,,0,,,,,,98,0,99
